AE_CODE,DT_DEBUT,NS_ETAB_ID,DGSP_CODE,DT_FIN,CP_LOC_COM_IMPL,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,ADRS_IMPL,_version_,TE_INTITULE,RESEAU,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,940,1 D2 G,9999-12-31,6040 - CHARLEROI - JUMET,ATHENEE ROYAL ORSINI DEWERPE,071-25 69 00,HAINAUT,49,,39,940,Type 1 deuxième degré troisième général transition,Rue Gendebien 1 ,"1,73303307680036E+018",LANGUE MODERNE II ANGLAIS,WBE,3126,1 D2 3 G,3126
1 D2 3 G,2014-09-01,941,1 D2 G,9999-12-31,6040 - CHARLEROI - JUMET,CENTRE SCOLAIRE SAINT-JOSEPH - NOTRE-DAME,071-35 32 25,HAINAUT,49,,39,941,Type 1 deuxième degré troisième général transition,Rue Emile Strimelle 1 ,"1,73303307680665E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182871,1 D2 3 G,182871
1 D2 3 G,2014-09-01,945,1 D2 G,9999-12-31,6060 - CHARLEROI - GILLY,ATHENEE ROYAL GILLY,071-41 42 98,HAINAUT,49,,39,945,Type 1 deuxième degré troisième général transition,Rue du Calvaire 20 ,"1,73303307680979E+018",LANGUE MODERNE II ANGLAIS,WBE,2797,1 D2 3 G,2797
1 D2 3 P,2014-09-01,946,1 D2 P,9999-12-31,6060 - CHARLEROI - GILLY,LYCEE MIXTE FRANCOIS DE SALES,071-41 38 58,HAINAUT,50,,42,946,Type 1 deuxième degré troisième professionnel qualification,Rue des Vallées 18 ,"1,73303307681399E+018",TRAVAUX DE BUREAU,Libre confessionnel,182730,1 D2 3 P,182730
1 D2 3 G,2014-09-01,950,1 D2 G,9999-12-31,6030 - CHARLEROI - MARCHIENNE-AU-PONT,ATHENEE ROYAL YVONNE VIESLET,071-29 73 31,HAINAUT,49,,39,950,Type 1 deuxième degré troisième général transition,Rue des Remparts 35 ,"1,73303307682657E+018",LANGUE MODERNE II ANGLAIS,WBE,2533,1 D2 3 G,2533
1 D2 3 G,2014-09-01,954,1 D2 G,9999-12-31,6001 - CHARLEROI - MARCINELLE,ATHENEE ROYAL JULES DESTREE,071-36 11 73,HAINAUT,49,,39,954,Type 1 deuxième degré troisième général transition,Rue des Haies 76 ,"1,73303307683181E+018",LANGUE MODERNE II ANGLAIS,WBE,1337,1 D2 3 G,1337
1 D2 3 P,2014-09-01,967,1 D2 P,9999-12-31,6061 - CHARLEROI - MONTIGNIES-SUR-SAMBRE,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL LA SAMARITAINE,071-48 82 66,HAINAUT,50,,42,967,Type 1 deuxième degré troisième professionnel qualification,Rue Samaritaine 14 ,"1,73303307683286E+018",SERVICES SOCIAUX,Subventionné provincial,183263,1 D2 3 P,183263
1 D2 3 P,2014-09-01,980,1 D2 P,9999-12-31,6001 - CHARLEROI - MARCINELLE,Centre éducatif communal secondaire de Couillet-Marcinelle,071-36 80 68,HAINAUT,50,,42,980,Type 1 deuxième degré troisième professionnel qualification,Rue des Forgerons 106 ,"1,73303307683915E+018",ARTS APPLIQUES,Subventionné communal,182907,1 D2 3 P,182907
1 D2 3 P,2014-09-01,983,1 D2 P,9999-12-31,6040 - CHARLEROI - JUMET,"CENTRE EDUCATIF COMMUNAL SECONDAIRE ""LA GARENNE""",071-86 24 00,HAINAUT,50,,42,983,Type 1 deuxième degré troisième professionnel qualification,Z.I.Jumet - 1e rue  ,"1,73303307684649E+018",VENTE,Subventionné communal,182929,1 D2 3 P,182929
1 D2 3 G,2014-09-01,998,1 D2 G,9999-12-31,6200 - CHATELET - CHATELET,ATHENEE ROYAL PIERRE PAULUS,071-38 10 31,HAINAUT,49,,39,998,Type 1 deuxième degré troisième général transition,Rue des Gaux 100 ,"1,73303307687376E+018",LANGUE MODERNE II ANGLAIS,WBE,3015,1 D2 3 G,3015
1 D2 3 G,2014-09-01,999,1 D2 G,9999-12-31,6200 - CHATELET - CHATELET,ATHENEE ROYAL RENE MAGRITTE,071-38 05 69,HAINAUT,49,,39,999,Type 1 deuxième degré troisième général transition,Rue du Collège 16 ,"1,733033076879E+018",LANGUE MODERNE II ANGLAIS,WBE,3041,1 D2 3 G,3041
1 D2 3 G,2014-09-01,1000,1 D2 G,9999-12-31,6200 - CHATELET - CHATELET,INSTITUT SAINTE-MARIE,071-38 09 28,HAINAUT,49,,39,1000,Type 1 deuxième degré troisième général transition,Rue Neuve 26 ,"1,73303307688215E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183419,1 D2 3 G,183419
1 D2 3 G,2014-09-01,1002,1 D2 G,9999-12-31,6200 - CHATELET - CHATELET,INSTITUT SAINT-JOSEPH,071-38 04 05,HAINAUT,49,,39,1002,Type 1 deuxième degré troisième général transition,Place Jean Guyot 1 ,"1,73303307689053E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183450,1 D2 3 G,183450
R D2 3 P,2014-09-01,1004,R D2 P,9999-12-31,6200 - CHATELET - CHATELINEAU,INSTITUT SAINTE-MARIE,071-38 09 39,HAINAUT,53,,42,1004,C.E.F.A. deuxième degré troisième professionnel qualification,Rue Lloyd George 15 ,"1,73303307689263E+018",CUISINE ET SALLE,Libre confessionnel,183286,R D2 3 P,183286
1 D2 3 G,2014-09-01,1005,1 D2 G,9999-12-31,6200 - CHATELET - CHATELINEAU,COLLEGE SAINT PIE X,071-38 38 48,HAINAUT,49,,39,1005,Type 1 deuxième degré troisième général transition,Rue Lloyd George 15 ,"1,73303307690626E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183396,1 D2 3 G,183396
1 D2 3 G,2014-09-01,1045,1 D2 G,9999-12-31,6220 - FLEURUS - FLEURUS,ATHENEE ROYAL JOURDAN,071-81 37 77,HAINAUT,49,,39,1045,Type 1 deuxième degré troisième général transition,Sentier du Lycée 10 ,"1,73303307691046E+018",LANGUE MODERNE II ANGLAIS,WBE,1455,1 D2 3 G,1455
1 D2 3 G,2014-09-01,1046,1 D2 G,9999-12-31,6220 - FLEURUS - FLEURUS,INSTITUT NOTRE-DAME,071-82 31 80,HAINAUT,49,,39,1046,Type 1 deuxième degré troisième général transition,Rue de Bruxelles 97 ,"1,73303307694925E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183466,1 D2 3 G,183466
1 D2 3 G,2014-09-01,1057,1 D2 G,9999-12-31,6140 - FONTAINE-L'EVEQUE - FONTAINE-L'EVEQUE,ATHENEE ROYAL LOUIS DELATTRE,071-52 35 23,HAINAUT,49,,39,1057,Type 1 deuxième degré troisième général transition,Rue de l'Athénée 32 ,"1,7330330769545E+018",LANGUE MODERNE II ANGLAIS,WBE,3070,1 D2 3 G,3070
1 D2 3 G,2014-09-01,1072,1 D2 G,9999-12-31,6280 - GERPINNES - GERPINNES,INSTITUT NOTRE-DAME DE LOVERVAL,071-29 75 70,HAINAUT,49,,39,1072,Type 1 deuxième degré troisième général transition,Chaussée de Philippeville 35 ,"1,73303307696708E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183563,1 D2 3 G,183563
1 D2 3 G,2014-09-01,1073,1 D2 G,9999-12-31,5651 - WALCOURT - THY-LE-CHATEAU,Collège Saint-Augustin,071-50 90 80,HAINAUT,49,,39,1073,Type 1 deuxième degré troisième général transition,Rue de la Thyria 16 ,"1,73303307697232E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183584,1 D2 3 G,183584
1 D2 3 P,2014-09-01,1080,1 D2 P,9999-12-31,7170 - MANAGE - MANAGE,INSTITUT SAINTE-THERESE,064-27 87 10,HAINAUT,50,,42,1080,Type 1 deuxième degré troisième professionnel qualification,Rue Dechamps 10 ,"1,73303307698071E+018",ARTS APPLIQUES,Libre confessionnel,183617,1 D2 3 P,183617
1 D2 3 G,2014-09-01,1093,1 D2 G,9999-12-31,6230 - PONT-A-CELLES - PONT-A-CELLES,ATHENEE ROYAL PONT-A-CELLES,071-84 45 09,HAINAUT,49,,39,1093,Type 1 deuxième degré troisième général transition,Rue de l'Eglise 107B ,"1,73303307700063E+018",LANGUE MODERNE II ANGLAIS,WBE,3169,1 D2 3 G,3169
1 D2 3 G,2014-09-01,1106,1 D2 G,9999-12-31,6210 - LES BONS VILLERS - REVES,INSTITUT SAINTE-MARIE,071-84 99 20,HAINAUT,49,,39,1106,Type 1 deuxième degré troisième général transition,Rue de l'Eglise 7 ,"1,73303307700273E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183660,1 D2 3 G,183660
R D3 7B P,2015-09-01,1116,R D3 P,2021-08-31,7300 - BOUSSU - BOUSSU,INSTITUT TECHNIQUE ET COMMERCIAL DES AUMONIERS DU TRAVAIL,065-76 61 10,HAINAUT,60,,42,1116,C.E.F.A. troisième degré septième professionnel qualification,Rue de Caraman 13 ,"1,73303307700483E+018",COUVREUR-ETANCHEUR/COUVREUSE-ETANCHEUSE,Libre confessionnel,67887,R D3 7B P,67887
1 D2 3 G,2014-09-01,1133,1 D2 G,9999-12-31,7370 - DOUR - DOUR,ATHENEE ROYAL DOUR,065-71 87 87,HAINAUT,49,,39,1133,Type 1 deuxième degré troisième général transition,Rue de l'Athénée 23 ,"1,73303307701217E+018",LANGUE MODERNE II ANGLAIS,WBE,3188,1 D2 3 G,3188
1 D2 3 G,2014-09-01,1134,1 D2 G,9999-12-31,7370 - DOUR - DOUR,INSTITUT DE LA SAINTE-UNION,065-65 28 45,HAINAUT,49,,39,1134,Type 1 deuxième degré troisième général transition,Rue du Roi Albert 10 ,"1,73303307701531E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183715,1 D2 3 G,183715
1 D2 3 G,2014-09-01,1192,1 D2 G,9999-12-31,7000 - MONS - MONS,ATHENEE ROYAL MONS I,065-40 40 70,HAINAUT,49,,39,1192,Type 1 deuxième degré troisième général transition,Rue de l'Athénée 4 ,"1,73303307702056E+018",LANGUE MODERNE II ANGLAIS,WBE,954,1 D2 3 G,954
1 D2 3 G,2014-09-01,1193,1 D2 G,9999-12-31,7000 - MONS - MONS,ATHENEE ROYAL MARGUERITE BERVOETS,065-40 80 70,HAINAUT,49,,39,1193,Type 1 deuxième degré troisième général transition,Avenue Victor Maistriau 11 ,"1,7330330770237E+018",LANGUE MODERNE II ALLEMAND,WBE,1581,1 D2 3 G,1581
1 D2 3 G,2014-09-01,1194,1 D2 G,9999-12-31,7012 - MONS - JEMAPPES,INSTITUT SAINT-FERDINAND,065-82 22 98,HAINAUT,49,,39,1194,Type 1 deuxième degré troisième général transition,Avenue Maréchal Foch 824 ,"1,7330330770258E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183766,1 D2 3 G,183766
1 D2 3 G,2014-09-01,1199,1 D2 G,9999-12-31,7000 - MONS - MONS,CENTRE SCOLAIRE SAINT-STANISLAS,065-40 12 50,HAINAUT,49,,39,1199,Type 1 deuxième degré troisième général transition,Rue des Dominicains 15 ,"1,73303307702999E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183884,1 D2 3 G,183884
1 D2 3 G,2014-09-01,1203,1 D2 G,9999-12-31,7000 - MONS - MONS,INSTITUT DE LA SAINTE-FAMILLE,065-40 23 23,HAINAUT,49,,39,1203,Type 1 deuxième degré troisième général transition,Avenue du Tir 12 ,"1,73303307703524E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183904,1 D2 3 G,183904
1 D2 3 P,2014-09-01,1204,1 D2 P,9999-12-31,7000 - MONS - MONS,INSTITUT TECHNIQUE SAINT-LUC,065-33 71 21,HAINAUT,50,,42,1204,Type 1 deuxième degré troisième professionnel qualification,Rue Saint-Luc 3 ,"1,73303307703838E+018",ELECTRICITE,Libre confessionnel,183789,1 D2 3 P,183789
1 D2 3 G,2014-09-01,1205,1 D2 G,9999-12-31,7000 - MONS - MONS,ECOLE DU FUTUR,065-39 93 40,HAINAUT,49,,39,1205,Type 1 deuxième degré troisième général transition,Rue des Etampes 2 ,"1,73303307707718E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,183839,1 D2 3 G,183839
R D2 3 P,2014-09-01,1206,R D2 P,9999-12-31,7000 - MONS - MONS,ACADEMIE PROVINCIALE DES METIERS,065-39 89 79,HAINAUT,53,,42,1206,C.E.F.A. deuxième degré troisième professionnel qualification,Boulevard Kennedy 10 ,"1,73303307708137E+018",COIFFURE,Subventionné provincial,67889,R D2 3 P,67889
1 D2 3 TQ,2014-09-01,1207,1 D2 TQ,9999-12-31,7000 - MONS - MONS,INSTITUT TECHNIQUE DES URSULINES,065-40 23 23,HAINAUT,51,,40,1207,Type 1 deuxième degré troisième technique qualification,Avenue du Tir 12 ,"1,7330330770992E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,183861,1 D2 3 TQ,183861
1 D2 3 P,2014-09-01,1211,1 D2 P,9999-12-31,7000 - MONS - MONS,INSTITUT D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL PROVINCIAL,065-32 89 00,HAINAUT,50,,42,1211,Type 1 deuxième degré troisième professionnel qualification,Boulevard Président Kennedy 2 A,"1,73303307710444E+018",SERVICES SOCIAUX,Subventionné provincial,183924,1 D2 3 P,183924
R D3 5 P,2015-09-01,1229,R D3 P,9999-12-31,4800 - VERVIERS - VERVIERS,ATHENEE PROVINCIAL JEAN D'AVESNES,065-40 01 01,HAINAUT,60,,42,1229,C.E.F.A. troisième degré cinquième professionnel qualification,RUE DE MONGOMBROUX 83  ,"1,73303307711178E+018",AGENT QUALIFIE/AGENTE QUALIFIEE DANS LES METIERS DU CHEVAL,Subventionné provincial,184060,R D3 5 P,184060
1 D2 3 TQ,2014-09-01,1230,1 D2 TQ,9999-12-31,7000 - MONS - MONS,INSTITUT SAINT-LUC,065-33 71 21,HAINAUT,51,,40,1230,Type 1 deuxième degré troisième technique qualification,Rue Saint-Luc 3 ,"1,73303307714219E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,184180,1 D2 3 TQ,184180
1 D2 3 G,2014-09-01,1231,1 D2 G,9999-12-31,7000 - MONS - MONS,INSTITUT DU SACRE COEUR - ENSEIGNEMENT SECONDAIRE GENERAL,065-40 28 44,HAINAUT,49,,39,1231,Type 1 deuxième degré troisième général transition,Rue des Dominicains 9 ,"1,73303307716946E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183952,1 D2 3 G,183952
1 D2 3 P,2014-09-01,1243,1 D2 P,9999-12-31,7390 - QUAREGNON - QUAREGNON,INSTITUT COMMUNAL D'ENSEIGNEMENT SECONDAIRE,065-77 72 68,HAINAUT,50,,42,1243,Type 1 deuxième degré troisième professionnel qualification,Rue Jules Destrée 176 ,"1,7330330771726E+018",ARTS APPLIQUES,Subventionné communal,184208,1 D2 3 P,184208
1 D2 3 G,2014-09-01,1250,1 D2 G,9999-12-31,7380 - QUIEVRAIN - QUIEVRAIN,ATHENEE ROYAL DE QUIEVRAIN,065-45 70 81,HAINAUT,49,,39,1250,Type 1 deuxième degré troisième général transition,Rue Debast 26 ,"1,73303307718518E+018",LANGUE MODERNE II ANGLAIS,WBE,3204,1 D2 3 G,3204
R D2 3 P,2014-09-01,1251,R D2 P,9999-12-31,7380 - QUIEVRAIN - QUIEVRAIN,CENTRE SCOLAIRE DON BOSCO,065-45 06 20,HAINAUT,53,,42,1251,C.E.F.A. deuxième degré troisième professionnel qualification,Rue Grande 21 ,"1,73303307719043E+018",COIFFURE,Libre confessionnel,184068,R D2 3 P,184068
1 D2 3 G,2014-09-01,1264,1 D2 G,9999-12-31,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,ATHENEE ROYAL SAINT-GHISLAIN,065-78 40 52,HAINAUT,49,,39,1264,Type 1 deuxième degré troisième général transition,Avenue de l'Enseignement 20 ,"1,73303307719567E+018",LANGUE MODERNE II ANGLAIS,WBE,3239,1 D2 3 G,3239
1 D2 3 G,2014-09-01,1265,1 D2 G,9999-12-31,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,LYCEE DE LA COMMUNAUTE FRANCAISE CHARLES PLISNIER,065-78 67 18,HAINAUT,49,,39,1265,Type 1 deuxième degré troisième général transition,Rue de Sas 75 ,"1,73303307719986E+018",LANGUE MODERNE II ANGLAIS,WBE,3267,1 D2 3 G,3267
1 D2 3 G,2014-09-01,1266,1 D2 G,9999-12-31,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,COLLEGE SAINTE-MARIE,065-78 61 31,HAINAUT,49,,39,1266,Type 1 deuxième degré troisième général transition,Rue du Port 115-127 ,"1,73303307720301E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184275,1 D2 3 G,184275
1 D2 3 P,2014-09-01,1267,1 D2 P,9999-12-31,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,LYCEE PROVINCIAL D'ENSEIGNEMENT TECHNIQUE DU HAINAUT,065-71 42 11,HAINAUT,50,,42,1267,Type 1 deuxième degré troisième professionnel qualification,Avenue de l'Enseignement 45 ,"1,73303307720616E+018",CUISINE ET SALLE,Subventionné provincial,184250,1 D2 3 P,184250
1 D2 3 G,2014-09-01,1269,1 D2 G,9999-12-31,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,INSTITUT SAINT-JOSEPH,065-61 10 31,HAINAUT,49,,39,1269,Type 1 deuxième degré troisième général transition,Avenue de l'Enseignement 10 ,"1,73303307720825E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184091,1 D2 3 G,184091
1 D2 3 G,2014-09-01,1309,1 D2 G,9999-12-31,7780 - COMINES-WARNETON - COMINES-WARNETON,ATHENEE ROYAL FERNAND JACQUEMIN,056-56 11 40,HAINAUT,49,,39,1309,Type 1 deuxième degré troisième général transition,Chaussée de Warneton 26 ,"1,7330330772135E+018",LANGUE MODERNE II ANGLAIS,WBE,2359,1 D2 3 G,2359
1 D2 3 G,2014-09-01,1312,1 D2 G,9999-12-31,7780 - COMINES-WARNETON - COMINES-WARNETON,INSTITUT SAINT-HENRI,056-56 00 60,HAINAUT,49,,39,1312,Type 1 deuxième degré troisième général transition,Rue du Commerce 21 ,"1,73303307721979E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,184297,1 D2 3 G,184297
1 D2 3 G,2014-09-01,1336,1 D2 G,9999-12-31,7700 - MOUSCRON - LUINGNE,INSTITUT SAINT-CHARLES,056-48 95 03,HAINAUT,49,,39,1336,Type 1 deuxième degré troisième général transition,Rue Curiale 7 ,"1,73303307722922E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,184444,1 D2 3 G,184444
1 D2 3 TT,2014-09-01,1337,1 D2 TT,9999-12-31,7712 - MOUSCRON - HERSEAUX,INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE,056-85 44 70,HAINAUT,52,,40,1337,Type 1 deuxième degré troisième technique transition,Rue de Lassus 20 ,"1,73303307723656E+018",LANGUE MODERNE I ANGLAIS,Subventionné communal,184414,1 D2 3 TT,184414
1 D2 3 G,2014-09-01,1340,1 D2 G,9999-12-31,7700 - MOUSCRON - MOUSCRON,COLLEGE SAINTE-MARIE,056-85 47 21,HAINAUT,49,,39,1340,Type 1 deuxième degré troisième général transition,Rue Léopold 61 ,"1,73303307724705E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184476,1 D2 3 G,184476
1 D2 3 G,2014-09-01,1347,1 D2 G,9999-12-31,7700 - MOUSCRON - MOUSCRON,INSTITUT DES FRERES MARISTES,056-33 12 60,HAINAUT,49,,39,1347,Type 1 deuxième degré troisième général transition,Rue des Etudiants 8 ,"1,7330330772502E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184497,1 D2 3 G,184497
1 D2 3 P,2014-09-01,1361,1 D2 P,9999-12-31,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,INSTITUT TECHNIQUE SAINT-GABRIEL,067-87 49 60,HAINAUT,50,,42,1361,Type 1 deuxième degré troisième professionnel qualification,Rue Mayeur Etienne 13A ,"1,73303307725334E+018",ELECTRICITE,Libre confessionnel,184611,1 D2 3 P,184611
1 D2 3 G,2014-09-01,1363,1 D2 G,9999-12-31,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,INSTITUT NOTRE-DAME DE BONNE-ESPERANCE,067-55 22 75,HAINAUT,49,,39,1363,Type 1 deuxième degré troisième général transition,Rue des Postes 101 ,"1,73303307727536E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184643,1 D2 3 G,184643
1 D2 3 G,2014-09-01,1371,1 D2 G,9999-12-31,7850 - ENGHIEN - ENGHIEN,ATHENEE ROYAL D'ENGHIEN,02-395 38 49,HAINAUT,49,,39,1371,Type 1 deuxième degré troisième général transition,Rue Montgomery 73 ,"1,73303307727851E+018",LANGUE MODERNE II ANGLAIS,WBE,1977,1 D2 3 G,1977
1 D2 3 G,2014-09-01,1373,1 D2 G,9999-12-31,7850 - ENGHIEN - MARCQ,COLLEGE SAINT-AUGUSTIN,02-397 02 60,HAINAUT,49,,39,1373,Type 1 deuxième degré troisième général transition,Chaussée d'Ath 1 ,"1,73303307728375E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,184690,1 D2 3 G,184690
1 D2 3 P,2014-09-01,1374,1 D2 P,9999-12-31,5660 - COUVIN - COUVIN,INSTITUT SAINT-AUGUSTIN,02-397 02 60,HAINAUT,50,,42,1374,Type 1 deuxième degré troisième professionnel qualification,RUE DU HERDEAU 46 ,"1,73303307728585E+018",MECANIQUE POLYVALENTE,Libre confessionnel,184671,1 D2 3 P,184671
1 D2 3 G,2014-09-01,1411,1 D2 G,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,ATHENEE ROYAL LA LOUVIERE,064-22 26 67,HAINAUT,49,,39,1411,Type 1 deuxième degré troisième général transition,Rue du Temple 1 ,"1,73303307729004E+018",LANGUE MODERNE II ANGLAIS,WBE,2004,1 D2 3 G,2004
1 D2 3 P,2014-09-01,1414,1 D2 P,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE LEON HUREZ,064-21 34 11,HAINAUT,50,,42,1414,Type 1 deuxième degré troisième professionnel qualification,Rue Hector Denis  ,"1,73303307729528E+018",CUISINE ET SALLE,Subventionné provincial,184706,1 D2 3 P,184706
1 D2 3 P,2014-09-01,1415,1 D2 P,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,INSTITUT TECHNIQUE SAINT-JOSEPH,064-31 18 58,HAINAUT,50,,42,1415,Type 1 deuxième degré troisième professionnel qualification,Rue Gustave Boël 23 ,"1,73303307731416E+018",ELECTRICITE,Libre confessionnel,184783,1 D2 3 P,184783
1 D2 3 G,2014-09-01,1416,1 D2 G,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,INSTITUT SAINT-JOSEPH (D2-D3),064-31 18 40,HAINAUT,49,,39,1416,Type 1 deuxième degré troisième général transition,Rue Gustave Boël 55 ,"1,7330330773236E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184812,1 D2 3 G,184812
1 D2 3 G,2014-09-01,1418,1 D2 G,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,INSTITUT SAINTE-MARIE,064-31 19 22,HAINAUT,49,,39,1418,Type 1 deuxième degré troisième général transition,Rue de Bouvy 35 ,"1,73303307732779E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184756,1 D2 3 G,184756
1 D2 3 P,2014-09-01,1419,1 D2 P,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,ATHENEE PROVINCIAL,064-22 65 49,HAINAUT,50,,42,1419,Type 1 deuxième degré troisième professionnel qualification,Rue Paul Pastur 1 ,"1,73303307732989E+018",MECANIQUE GARAGE,Subventionné provincial,184844,1 D2 3 P,184844
1 D2 3 P,2014-09-01,1432,1 D2 P,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,INSTITUT PROVINCIAL DE NURSING DU CENTRE,064-26 31 91,HAINAUT,50,,42,1432,Type 1 deuxième degré troisième professionnel qualification,Rue Ernest Milcamps 13B ,"1,73303307734562E+018",SERVICES SOCIAUX,Subventionné provincial,184922,1 D2 3 P,184922
1 D2 3 G,2014-09-01,1440,1 D2 G,9999-12-31,7860 - LESSINES - LESSINES,ATHENEE ROYAL RENE MAGRITTE,068-33 45 51,HAINAUT,49,,39,1440,Type 1 deuxième degré troisième général transition,Rue François Watterman 27 ,"1,73303307734876E+018",LANGUE MODERNE II ANGLAIS,WBE,2760,1 D2 3 G,2760
1 D2 3 G,2014-09-01,1441,1 D2 G,9999-12-31,7800 - ATH - ATH,COLLEGE VISITATION - LA BERLIERE,068-26 87 10,HAINAUT,49,,39,1441,Type 1 deuxième degré troisième général transition,Route de Frasnes 243 ,"1,73303307735715E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,184942,1 D2 3 G,184942
1 D2 3 G,2014-09-01,1464,1 D2 G,9999-12-31,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,ATHENEE ROYAL JULES BORDET,067-33 44 44,HAINAUT,49,,39,1464,Type 1 deuxième degré troisième général transition,Rue de Mons 87 ,"1,73303307736134E+018",LANGUE MODERNE II ANGLAIS,WBE,1930,1 D2 3 G,1930
1 D2 3 G,2014-09-01,1465,1 D2 G,9999-12-31,7010 - MONS - SHAPE,ECOLE DU SHAPE SECTION BELGE,065-44 57 08,HAINAUT,49,,39,1465,Type 1 deuxième degré troisième général transition,Avenue de Paris 705 ,"1,73303307737602E+018",LANGUE MODERNE II ALLEMAND,WBE,4103,1 D2 3 G,4103
1 D2 3 G,2014-09-01,1467,1 D2 G,9999-12-31,7060 - SOIGNIES - SOIGNIES,COLLEGE SAINT-VINCENT - 2e-3e DEGRES,067-34 70 00,HAINAUT,49,,39,1467,Type 1 deuxième degré troisième général transition,Chaussée de Braine 22 ,"1,73303307737707E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184960,1 D2 3 G,184960
1 D2 3 P,2014-09-01,1469,1 D2 P,9999-12-31,7060 - SOIGNIES - SOIGNIES,LYCEE PROVINCIAL DES SCIENCES ET DES TECHNOLOGIES,067-34 79 70,HAINAUT,50,,42,1469,Type 1 deuxième degré troisième professionnel qualification,Rue Cognebeau 52 B,"1,73303307738022E+018",MECANIQUE POLYVALENTE,Subventionné provincial,184979,1 D2 3 P,184979
1 D2 3 TT,2014-09-01,1475,1 D2 TT,9999-12-31,7060 - SOIGNIES - SOIGNIES,INSTITUT TECHNIQUE SAINT-VINCENT,067-34 70 00,HAINAUT,52,,40,1475,Type 1 deuxième degré troisième technique transition,Chemin de Nivelles 8 ,"1,73303307739804E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185009,1 D2 3 TT,185009
1 D2 3 G,2014-09-01,1493,1 D2 G,9999-12-31,6500 - BEAUMONT - BEAUMONT,ATHENEE ROYAL SIMONE VEIL,071-58 81 27,HAINAUT,49,,39,1493,Type 1 deuxième degré troisième général transition,Rue Germain Michiels 3 ,"1,73303307740643E+018",LANGUE MODERNE II ALLEMAND,WBE,433,1 D2 3 G,433
1 D2 3 G,2014-09-01,1494,1 D2 G,9999-12-31,6500 - BEAUMONT - BEAUMONT,INSTITUT PARIDAENS,071-23 10 50,HAINAUT,49,,39,1494,Type 1 deuxième degré troisième général transition,Grand Place 12 ,"1,73303307741587E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,185039,1 D2 3 G,185039
