AE_CODE,DT_DEBUT,NS_ETAB_ID,CP_LOC_COM_IMPL,DT_FIN,NOM_ETAB,AE_OBJ_ID,TELEPHONE_ETAB,PROV_ETAB,TE_LIBL_CRT,DGSP_OBJ_ID,URL_ETAB,NUMERO_FASE_ETAB,CO_UNI_ID,AE_NOM,ADRS_IMPL,_version_,CO_ETUDE_ID,RESEAU,id
1 D1 1D,2014-09-01,1230,7000 - MONS - MONS,9999-12-31,INSTITUT SAINT-LUC,97,065-33 71 21,HAINAUT,1 D1 1D,46,,1230,112,Type 1 premier degré première année différenciée,"Rue de la Biche 17 ",1732987698456559618,GT11D,Libre confessionnel,1230
1 D1 1D,2014-09-01,1231,7000 - MONS - MONS,9999-12-31,INSTITUT DU SACRE COEUR - ENSEIGNEMENT SECONDAIRE GENERAL,97,065-40 28 44,HAINAUT,1 D1 1D,46,,1231,112,Type 1 premier degré première année différenciée,"Rue des Dominicains 9 ",1732987698456559620,GT11D,Libre confessionnel,1231
1 D1 1D,2014-09-01,1243,7390 - QUAREGNON - QUAREGNON,9999-12-31,INSTITUT COMMUNAL D'ENSEIGNEMENT SECONDAIRE,97,065-77 72 68,HAINAUT,1 D1 1D,46,,1243,112,Type 1 premier degré première année différenciée,"(DOMAINE DU PARC) GRAND'PLACE 3 ",1732987698457608194,GT11D,Subventionné communal,1243
1 D1 1D,2014-09-01,1250,7380 - QUIEVRAIN - QUIEVRAIN,9999-12-31,ATHENEE ROYAL DE QUIEVRAIN,97,065-45 70 81,HAINAUT,1 D1 1D,46,,1250,112,Type 1 premier degré première année différenciée,"Rue Debast 26 ",1732987698457608198,GT11D,WBE,1250
1 D1 1D,2014-09-01,1251,7011 - MONS - GHLIN,9999-12-31,CENTRE SCOLAIRE DON BOSCO,97,065-45 06 20,HAINAUT,1 D1 1D,46,,1251,112,Type 1 premier degré première année différenciée,"Rue de Mons 2 ",1732987698458656770,GT11D,Libre confessionnel,1251
1 D1 1C,2014-09-01,1264,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,9999-12-31,ATHENEE ROYAL SAINT-GHISLAIN,93,065-78 40 52,HAINAUT,1 D1 1C,45,,1264,112,Type 1 premier degré première année commune,"Avenue de l'Enseignement 20 ",1732987698458656771,GT11C,WBE,1264
1 D1 1C,2014-09-01,1265,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,9999-12-31,LYCEE DE LA COMMUNAUTE FRANCAISE CHARLES PLISNIER,93,065-78 67 18,HAINAUT,1 D1 1C,45,,1265,112,Type 1 premier degré première année commune,"Rue de Sas 75 ",1732987698458656772,GT11C,WBE,1265
1 D1 1D,2014-09-01,1266,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,9999-12-31,COLLEGE SAINTE-MARIE,97,065-78 61 31,HAINAUT,1 D1 1D,46,,1266,112,Type 1 premier degré première année différenciée,"Rue du Port 115-127 ",1732987698458656774,GT11D,Libre confessionnel,1266
1 D1 1D,2014-09-01,1267,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,9999-12-31,LYCEE PROVINCIAL D'ENSEIGNEMENT TECHNIQUE DU HAINAUT,97,065-71 42 11,HAINAUT,1 D1 1D,46,,1267,112,Type 1 premier degré première année différenciée,"Avenue de l'Enseignement 45 ",1732987698459705349,GT11D,Subventionné provincial,1267
1 D1 1D,2014-09-01,1269,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,9999-12-31,INSTITUT SAINT-JOSEPH,97,065-61 10 31,HAINAUT,1 D1 1D,46,,1269,112,Type 1 premier degré première année différenciée,"Avenue de l'Enseignement 10 ",1732987698460753921,GT11D,Libre confessionnel,1269
1 D1 1D,2014-09-01,1309,7780 - COMINES-WARNETON - COMINES-WARNETON,9999-12-31,ATHENEE ROYAL FERNAND JACQUEMIN,97,056-56 11 40,HAINAUT,1 D1 1D,46,,1309,112,Type 1 premier degré première année différenciée,"Chaussée de Warneton 26 ",1732987698460753925,GT11D,WBE,1309
1 D1 1D,2014-09-01,1312,7783 - COMINES-WARNETON - BIZET,9999-12-31,INSTITUT SAINT-HENRI,97,056-56 00 60,HAINAUT,1 D1 1D,46,,1312,112,Type 1 premier degré première année différenciée,"Rue de l'Eglise 6 ",1732987698461802504,GT11D,Libre confessionnel,1312
1 D1 1D,2014-09-01,1336,7711 - MOUSCRON - DOTTIGNIES,9999-12-31,INSTITUT SAINT-CHARLES,97,056-48 95 03,HAINAUT,1 D1 1D,46,,1336,112,Type 1 premier degré première année différenciée,"Place de la Résistance 10 ",1732987698462851074,GT11D,Libre confessionnel,1336
1 D1 1D,2014-09-01,1337,7712 - MOUSCRON - HERSEAUX,9999-12-31,INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE,97,056-85 44 70,HAINAUT,1 D1 1D,46,,1337,112,Type 1 premier degré première année différenciée,"Rue de Lassus 20 ",1732987698462851078,GT11D,Subventionné communal,1337
1 D1 1D,2014-09-01,1341,7700 - MOUSCRON - MOUSCRON,9999-12-31,COLLEGE SAINTE-MARIE D.O.A.,97,056-85 49 11,HAINAUT,1 D1 1D,46,,1341,112,Type 1 premier degré première année différenciée,"Rue de Tournai 17 ",1732987698469142528,GT11D,Libre confessionnel,1341
1 D1 1D,2014-09-01,1342,7700 - MOUSCRON - MOUSCRON,9999-12-31,INSTITUT DU SACRE-COEUR,97,056-85 40 10,HAINAUT,1 D1 1D,46,,1342,112,Type 1 premier degré première année différenciée,"Rue du Val 43 ",1732987698469142530,GT11D,Libre confessionnel,1342
1 D1 1D,2014-09-01,1361,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,9999-12-31,INSTITUT TECHNIQUE SAINT-GABRIEL,97,067-87 49 60,HAINAUT,1 D1 1D,46,,1361,112,Type 1 premier degré première année différenciée,"Rue Mayeur Etienne 13A ",1732987698470191109,GT11D,Libre confessionnel,1361
1 D1 1D,2014-09-01,1363,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,9999-12-31,INSTITUT NOTRE-DAME DE BONNE-ESPERANCE,97,067-55 22 75,HAINAUT,1 D1 1D,46,,1363,112,Type 1 premier degré première année différenciée,"Rue des Postes 101 ",1732987698470191111,GT11D,Libre confessionnel,1363
1 D1 1D,2014-09-01,1371,7850 - ENGHIEN - ENGHIEN,9999-12-31,ATHENEE ROYAL D'ENGHIEN,97,02-395 38 49,HAINAUT,1 D1 1D,46,,1371,112,Type 1 premier degré première année différenciée,"Rue Montgomery 73 ",1732987698471239683,GT11D,WBE,1371
1 D1 1D,2014-09-01,1372,7850 - ENGHIEN - MARCQ,9999-12-31,MAISON SAINT-AUGUSTIN (DOA),97,02-397 02 60,HAINAUT,1 D1 1D,46,,1372,112,Type 1 premier degré première année différenciée,"Chaussée d'Ath 1 ",1732987698471239685,GT11D,Libre confessionnel,1372
1 D1 1C,2014-09-01,1411,7100 - LA LOUVIERE - LA LOUVIERE,9999-12-31,ATHENEE ROYAL LA LOUVIERE,93,064-22 26 67,HAINAUT,1 D1 1C,45,,1411,112,Type 1 premier degré première année commune,"Rue de Bouvy 15 ",1732987698471239687,GT11C,WBE,1411
1 D1 1D,2014-09-01,1414,7100 - LA LOUVIERE - LA LOUVIERE,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE LEON HUREZ,97,064-21 34 11,HAINAUT,1 D1 1D,46,,1414,112,Type 1 premier degré première année différenciée,"Rue Hector Denis  ",1732987698472288259,GT11D,Subventionné provincial,1414
1 D1 1D,2014-09-01,1418,7100 - LA LOUVIERE - LA LOUVIERE,9999-12-31,INSTITUT SAINTE-MARIE,97,064-31 19 22,HAINAUT,1 D1 1D,46,,1418,112,Type 1 premier degré première année différenciée,"Rue de Bouvy 35 ",1732987698472288261,GT11D,Libre confessionnel,1418
1 D1 1D,2014-09-01,1419,7100 - LA LOUVIERE - LA LOUVIERE,9999-12-31,ATHENEE PROVINCIAL,97,064-22 65 49,HAINAUT,1 D1 1D,46,,1419,112,Type 1 premier degré première année différenciée,"Rue Paul Pastur 1 ",1732987698473336835,GT11D,Subventionné provincial,1419
1 D1 1D,2014-09-01,1429,7070 - LE ROEULX - LE ROEULX,9999-12-31,INSTITUT SAINT-JOSEPH D.O.A.,97,064-31 18 40,HAINAUT,1 D1 1D,46,,1429,112,Type 1 premier degré première année différenciée,"Grand'Place 12 ",1732987698473336839,GT11D,Libre confessionnel,1429
1 D1 1D,2014-09-01,1432,7100 - LA LOUVIERE - LA LOUVIERE,9999-12-31,INSTITUT PROVINCIAL DE NURSING DU CENTRE,97,064-26 31 91,HAINAUT,1 D1 1D,46,,1432,112,Type 1 premier degré première année différenciée,"Rue Ernest Milcamps 13B ",1732987698474385411,GT11D,Subventionné provincial,1432
1 D1 1D,2014-09-01,1440,7860 - LESSINES - LESSINES,9999-12-31,ATHENEE ROYAL RENE MAGRITTE,97,068-33 45 51,HAINAUT,1 D1 1D,46,,1440,112,Type 1 premier degré première année différenciée,"Ancien Chemin d'Ollignies 2 ",1732987698475433985,GT11D,WBE,1440
1 D1 1D,2014-09-01,1441,7860 - LESSINES - LESSINES,9999-12-31,COLLEGE VISITATION - LA BERLIERE,97,068-26 87 10,HAINAUT,1 D1 1D,46,,1441,112,Type 1 premier degré première année différenciée,"Parvis Saint-Pierre 13 ",1732987698475433989,GT11D,Libre confessionnel,1441
1 D1 1D,2014-09-01,1464,7060 - SOIGNIES - SOIGNIES,9999-12-31,ATHENEE ROYAL JULES BORDET,97,067-33 44 44,HAINAUT,1 D1 1D,46,,1464,112,Type 1 premier degré première année différenciée,"Boulevard Roosevelt 27 ",1732987698476482562,GT11D,WBE,1464
1 D1 1C,2014-09-01,1465,7010 - MONS - SHAPE,9999-12-31,ECOLE DU SHAPE SECTION BELGE,93,065-44 57 08,HAINAUT,1 D1 1C,45,,1465,112,Type 1 premier degré première année commune,"Avenue de Paris 705 ",1732987698476482563,GT11C,WBE,1465
1 D1 1D,2014-09-01,1468,7060 - SOIGNIES - SOIGNIES,9999-12-31,COLLEGE SAINT-VINCENT - DOA,97,067-34 70 00,HAINAUT,1 D1 1D,46,,1468,112,Type 1 premier degré première année différenciée,"Chaussée de Braine 22 ",1732987698477531137,GT11D,Libre confessionnel,1468
1 D1 1D,2014-09-01,1469,7190 - ECAUSSINNES - ECAUSSINNES,9999-12-31,LYCEE PROVINCIAL DES SCIENCES ET DES TECHNOLOGIES,97,067-34 79 70,HAINAUT,1 D1 1D,46,,1469,112,Type 1 premier degré première année différenciée,"Rue Belle Tête 19 ",1732987698483822592,GT11D,Subventionné provincial,1469
1 D1 1D,2014-09-01,1493,6500 - BEAUMONT - BEAUMONT,9999-12-31,ATHENEE ROYAL SIMONE VEIL,97,071-58 81 27,HAINAUT,1 D1 1D,46,,1493,112,Type 1 premier degré première année différenciée,"Chaussée de Chimay 20 ",1732987698483822596,GT11D,WBE,1493
1 D1 1D,2014-09-01,1494,6500 - BEAUMONT - BEAUMONT,9999-12-31,INSTITUT PARIDAENS,97,071-23 10 50,HAINAUT,1 D1 1D,46,,1494,112,Type 1 premier degré première année différenciée,"Grand Place 12 ",1732987698484871170,GT11D,Libre confessionnel,1494
1 D1 1C,2014-09-01,1506,7130 - BINCHE - BINCHE,9999-12-31,ATHENEE ROYAL DE BINCHE,93,064-31 16 00,HAINAUT,1 D1 1C,45,,1506,112,Type 1 premier degré première année commune,"Place des Droits de l'Homme 16 ",1732987698484871171,GT11C,WBE,1506
1 D1 1D,2014-09-01,1507,7130 - BINCHE - BINCHE,9999-12-31,COLLEGE NOTRE-DAME DE BON SECOURS,97,064-23 99 99,HAINAUT,1 D1 1D,46,,1507,112,Type 1 premier degré première année différenciée,"Rue de Merbes 25 ",1732987698484871173,GT11D,Libre confessionnel,1507
1 D1 1D,2014-09-01,1508,7141 - MORLANWELZ - CARNIERES,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT CHARLES DELIEGE,97,064-31 02 20,HAINAUT,1 D1 1D,46,,1508,112,Type 1 premier degré première année différenciée,"Rue Dufonteny 40 ",1732987698485919748,GT11D,Subventionné provincial,1508
1 D1 1C,2014-09-01,1525,6460 - CHIMAY - CHIMAY,9999-12-31,ATHENEE ROYAL DE CHIMAY,93,060-41 41 00,HAINAUT,1 D1 1C,45,,1525,112,Type 1 premier degré première année commune,"Avenue des Sports 17 ",1732987698485919750,GT11C,WBE,1525
1 D1 1D,2014-09-01,1526,6460 - CHIMAY - CHIMAY,9999-12-31,COLLEGE SAINT-JOSEPH,97,060-21 04 10,HAINAUT,1 D1 1D,46,,1526,112,Type 1 premier degré première année différenciée,"Rue de Virelles 75 ",1732987698486968320,GT11D,Libre confessionnel,1526
1 D1 1D,2014-09-01,1538,6560 - ERQUELINNES - ERQUELINNES,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ERQUELINNES,97,071-55 60 85,HAINAUT,1 D1 1D,46,,1538,112,Type 1 premier degré première année différenciée,"Rue Albert 1er 21 ",1732987698486968324,GT11D,WBE,1538
1 D1 1D,2014-09-01,1540,6560 - ERQUELINNES - ERQUELINNES,9999-12-31,ECOLE D'ARTS ET METIERS,97,071-55 51 27,HAINAUT,1 D1 1D,46,,1540,112,Type 1 premier degré première année différenciée,"Rue Sainte-Thérèse 47 ",1732987698486968328,GT11D,Libre confessionnel,1540
1 D1 1C,2014-09-01,1569,6530 - THUIN - THUIN,9999-12-31,ATHENEE ROYAL THUIN,93,071-59 05 30,HAINAUT,1 D1 1C,45,,1569,112,Type 1 premier degré première année commune,"Drève des Alliés 120 ",1732987698486968330,GT11C,WBE,1569
1 D1 1D,2014-09-01,1570,6530 - THUIN - THUIN,9999-12-31,INSTITUT NOTRE-DAME,97,071-59 00 47,HAINAUT,1 D1 1D,46,,1570,112,Type 1 premier degré première année différenciée,"Grand'Rue 68 ",1732987698486968332,GT11D,Libre confessionnel,1570
1 D1 1D,2014-09-01,1579,7120 - ESTINNES - VELLEREILLE-LES-BRAYEUX,9999-12-31,SEMINAIRE DE BONNE-ESPERANCE,97,064-31 08 08,HAINAUT,1 D1 1D,46,,1579,112,Type 1 premier degré première année différenciée,"Rue Grégoire Jurion 22 ",1732987698488016896,GT11D,Libre confessionnel,1579
1 D1 1D,2014-09-01,1594,7160 - CHAPELLE-LEZ-HERLAIMONT - CHAPELLE-LEZ-HERLAIMONT,9999-12-31,ATHENEE PROVINCIAL WAROCQUE,97,064-43 20 30,HAINAUT,1 D1 1D,46,,1594,112,Type 1 premier degré première année différenciée,"Rue du Parc 20 ",1732987698488016904,GT11D,Subventionné provincial,1594
1 D1 1D,2014-09-01,1595,7140 - MORLANWELZ - MORLANWELZ-MARIEMONT,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DE MORLANWELZ,97,064-43 21 89,HAINAUT,1 D1 1D,46,,1595,112,Type 1 premier degré première année différenciée,"Rue Raoul Warocqué 46 ",1732987698489065476,GT11D,WBE,1595
1 D1 1D,2014-09-01,1606,6470 - SIVRY-RANCE - RANCE,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DAVID LACHMAN,97,060-21 06 70,HAINAUT,1 D1 1D,46,,1606,112,Type 1 premier degré première année différenciée,"Rue Pauline Hubert 40 ",1732987698489065480,GT11D,WBE,1606
1 D1 1D,2014-09-01,1635,7600 - PERUWELZ - PERUWELZ,9999-12-31,ATHENEE ROYAL PERUWELZ,97,069-77 95 50,HAINAUT,1 D1 1D,46,,1635,112,Type 1 premier degré première année différenciée,"Rue du Berceau 5 ",1732987698489065486,GT11D,WBE,1635
1 D1 1D,2014-09-01,1636,7600 - PERUWELZ - PERUWELZ,9999-12-31,INSTITUT SAINT-CHARLES,97,069-77 21 35,HAINAUT,1 D1 1D,46,,1636,112,Type 1 premier degré première année différenciée,"Rue de Blaton 31 ",1732987698490114051,GT11D,Libre confessionnel,1636
1 D1 1D,2014-09-01,1688,7540 - TOURNAI - KAIN,9999-12-31,COLLEGE NOTRE-DAME DE LA TOMBE,97,069-88 08 60,HAINAUT,1 D1 1D,46,,1688,112,Type 1 premier degré première année différenciée,"Rue Abbé Dropsy 2 ",1732987698490114053,GT11D,Libre confessionnel,1688
1 D1 1D,2014-09-01,1689,7540 - TOURNAI - KAIN,9999-12-31,INSTITUT DE LA SAINTE-UNION,97,069-89 03 89,HAINAUT,1 D1 1D,46,,1689,112,Type 1 premier degré première année différenciée,"Rue Montgomery 71 ",1732987698490114057,GT11D,Libre confessionnel,1689
1 D1 1D,2014-09-01,1695,7520 - TOURNAI - RAMEGNIES-CHIN,9999-12-31,INSTITUT SAINT-ANDRE,97,069-59 06 50,HAINAUT,1 D1 1D,46,,1695,112,Type 1 premier degré première année différenciée,"Chaussée de Tournai 57 ",1732987698490114059,GT11D,Libre confessionnel,1695
1 D1 1C,2014-09-01,1696,7500 - TOURNAI - TOURNAI,9999-12-31,ATHENEE ROYAL JULES BARA,93,069-89 06 02,HAINAUT,1 D1 1C,45,,1696,112,Type 1 premier degré première année commune,"Rue Duquesnoy 24 ",1732987698490114060,GT11C,WBE,1696
1 D1 1C,2014-09-01,1697,7500 - TOURNAI - TOURNAI,9999-12-31,ATHENEE ROYAL ROBERT CAMPIN,93,069-22 26 66,HAINAUT,1 D1 1C,45,,1697,112,Type 1 premier degré première année commune,"Rue du Château 18 ",1732987698490114061,GT11C,WBE,1697
1 D1 1D,2014-09-01,1698,7500 - TOURNAI - TOURNAI,9999-12-31,COLLEGE NOTRE-DAME,97,069-89 08 60,HAINAUT,1 D1 1D,46,,1698,112,Type 1 premier degré première année différenciée,"Rue des Augustins 30 ",1732987698491162625,GT11D,Libre confessionnel,1698
1 D1 1D,2014-09-01,1699,7500 - TOURNAI - TOURNAI,9999-12-31,INSTITUT DES URSULINES - LA MADELEINE,97,069-22 96 35,HAINAUT,1 D1 1D,46,,1699,112,Type 1 premier degré première année différenciée,"Rue de la Madeleine 29 ",1732987698491162633,GT11D,Libre confessionnel,1699
1 D1 1D,2014-09-01,1706,7500 - TOURNAI - TOURNAI,9999-12-31,CENTRE EDUCATIF DE LA SAINTE-UNION,97,069-22 18 22,HAINAUT,1 D1 1D,46,,1706,112,Type 1 premier degré première année différenciée,"Chaussée de Lille 12 ",1732987698492211207,GT11D,Libre confessionnel,1706
1 D1 1D,2014-09-01,1708,7500 - TOURNAI - TOURNAI,9999-12-31,INSTITUT D'ENSEIGNEMENT SECONDAIRE PROVINCIAL PARAMEDICAL,97,069-88 40 60,HAINAUT,1 D1 1D,46,,1708,112,Type 1 premier degré première année différenciée,"Chaussée de Lille 1 ",1732987698493259776,GT11D,Subventionné provincial,1708
1 D1 1D,2014-09-01,1709,7500 - TOURNAI - TOURNAI,9999-12-31,INSTITUT NOTRE-DAME,97,069-22 40 92,HAINAUT,1 D1 1D,46,,1709,112,Type 1 premier degré première année différenciée,"Rue du Four Chapitre 3 ",1732987698493259778,GT11D,Libre confessionnel,1709
1 D1 1D,2014-09-01,1711,7500 - TOURNAI - TOURNAI,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,97,069-45 28 70,HAINAUT,1 D1 1D,46,,1711,112,Type 1 premier degré première année différenciée,"Boulevard Léopold 92B ",1732987698495356929,GT11D,Subventionné provincial,1711
1 D1 1D,2014-09-01,1735,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,9999-12-31,INSTITUT D'ENSEIGNEMENT TECHNIQUE SAINT-ELOI,97,069-66 96 10,HAINAUT,1 D1 1D,46,,1735,112,Type 1 premier degré première année différenciée,"Rue Saint-Martin 12 ",1732987698495356933,GT11D,Libre confessionnel,1735
1 D1 1D,2014-09-01,1736,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,9999-12-31,ATHENEE PROVINCIAL,97,069-67 21 10,HAINAUT,1 D1 1D,46,,1736,112,Type 1 premier degré première année différenciée,"Rue du Rempart 16 ",1732987698496405508,GT11D,Subventionné provincial,1736
1 D1 1D,2014-09-01,1738,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,9999-12-31,COLLEGE SAINT-ELOI,97,069-66 96 11,HAINAUT,1 D1 1D,46,,1738,112,Type 1 premier degré première année différenciée,"Tour Saint-Pierre 11 ",1732987698496405510,GT11D,Libre confessionnel,1738
1 D1 1D,2014-09-01,1751,4540 - AMAY - AMAY,9999-12-31,INSTITUT DE L'INSTRUCTION CHRETIENNE-ABBAYE DE FLONE,97,085-31 13 34,LIEGE,1 D1 1D,46,,1751,112,Type 1 premier degré première année différenciée,"Chaussée Romaine 2 ",1732987698496405512,GT11D,Libre confessionnel,1751
1 D1 1D,2014-09-01,1762,4190 - FERRIERES - FERRIERES,9999-12-31,Collège Saint-Roch,97,086-40 00 06,LIEGE,1 D1 1D,46,,1762,112,Type 1 premier degré première année différenciée,"Allée de Bernardfagne 7 ",1732987698496405514,GT11D,Libre confessionnel,1762
1 D1 1C,2014-09-01,1775,4500 - HUY - HUY,9999-12-31,ATHENEE ROYAL DE HUY,93,085-27 13 50,LIEGE,1 D1 1C,45,,1775,112,Type 1 premier degré première année commune,"Quai d'Arona 5 ",1732987698497454080,GT11C,WBE,1775
1 D1 1D,2014-09-01,1777,4500 - HUY - HUY,9999-12-31,COLLEGE SAINT-QUIRIN,97,085-21 14 49,LIEGE,1 D1 1D,46,,1777,112,Type 1 premier degré première année différenciée,"Rue Entre-Deux-Portes 75 ",1732987698497454082,GT11D,Libre confessionnel,1777
1 D1 1D,2014-09-01,1778,4500 - HUY - HUY,9999-12-31,INSTITUT SAINTE-MARIE,97,085-21 79 26,LIEGE,1 D1 1D,46,,1778,112,Type 1 premier degré première année différenciée,"Rue Vankeerberghen 10-12 ",1732987698501648385,GT11D,Libre confessionnel,1778
1 D1 1D,2014-09-01,1779,4500 - HUY - HUY,9999-12-31,ECOLE POLYTECHNIQUE DE HUY- ENSEIGNEMENT DE LA PROVINCE DE LIEGE,97,085-27 37 00,LIEGE,1 D1 1D,46,,1779,112,Type 1 premier degré première année différenciée,"Rue Saint-Pierre 48 ",1732987698501648389,GT11D,Subventionné provincial,1779
1 D1 1D,2014-09-01,1780,4500 - HUY - HUY,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HUY,97,085-27 31 00,LIEGE,1 D1 1D,46,,1780,112,Type 1 premier degré première année différenciée,"Avenue Delchambre 6 ",1732987698501648391,GT11D,Subventionné provincial,1780
1 D1 1D,2014-09-01,1781,4500 - HUY - HUY,9999-12-31,INSTITUT DON BOSCO,97,085-27 07 50,LIEGE,1 D1 1D,46,,1781,112,Type 1 premier degré première année différenciée,"Rue des Cotillages 2 ",1732987698502696962,GT11D,Libre confessionnel,1781
1 D1 1D,2014-09-01,1787,4470 - SAINT-GEORGES-SUR-MEUSE - SAINT-GEORGES-SUR-MEUSE,9999-12-31,ATHENEE ROYAL AGRI-SAINT-GEORGES,97,085-21 67 70,LIEGE,1 D1 1D,46,,1787,112,Type 1 premier degré première année différenciée,"Rue Eloi Fouarge 31 ",1732987698502696966,GT11D,WBE,1787
1 D1 1C,2014-09-01,1792,4570 - MARCHIN - MARCHIN,9999-12-31,ATHENEE ROYAL PRINCE BAUDOUIN,93,085-27 33 00,LIEGE,1 D1 1C,45,,1792,112,Type 1 premier degré première année commune,"Rue Fourneau 40 ",1732987698502696967,GT11C,WBE,1792
1 D1 1D,2014-09-01,1801,4560 - CLAVIER - CLAVIER,9999-12-31,ATHENEE ROYAL D'OUFFET,97,086-36 62 77,LIEGE,1 D1 1D,46,,1801,112,Type 1 premier degré première année différenciée,"Rue d'Atrin 47 ",1732987698502696971,GT11D,WBE,1801
1 D1 1D,2014-09-01,1802,4520 - WANZE - WANZE,9999-12-31,INSTITUT LIBRE DU CONDROZ SAINT-FRANCOIS,97,086-36 60 79,LIEGE,1 D1 1D,46,,1802,112,Type 1 premier degré première année différenciée,"Rue du Val-notre-Dame 396 ",1732987698503745536,GT11D,Libre confessionnel,1802
1 D1 1D,2014-09-01,1826,4432 - ANS - ALLEUR,9999-12-31,ATHENEE ROYAL D'ANS,97,04-246 76 00,LIEGE,1 D1 1D,46,,1826,112,Type 1 premier degré première année différenciée,"Rue Georges Truffaut 37 ",1732987698503745540,GT11D,WBE,1826
1 D1 1D,2014-09-01,1827,4430 - ANS - ANS,9999-12-31,COLLEGE SAINT-FRANCOIS D'ASSISE,97,04-224 69 40,LIEGE,1 D1 1D,46,,1827,112,Type 1 premier degré première année différenciée,"Rue du Cimetière 2 ",1732987698504794114,GT11D,Libre confessionnel,1827
1 D1 1D,2014-09-01,1837,4920 - AYWAILLE - AYWAILLE,9999-12-31,ATHENEE ROYAL PRINCESSE ELISABETH,97,04-384 42 45,LIEGE,1 D1 1D,46,,1837,112,Type 1 premier degré première année différenciée,"Rue Préfond 30 ",1732987698505842688,GT11D,WBE,1837
1 D1 1D,2014-09-01,1839,4920 - AYWAILLE - SOUGNE-REMOUCHAMPS,9999-12-31,CENTRE SCOLAIRE SAINT-JOSEPH - SAINT-RAPHAEL,97,04-246 74 20,LIEGE,1 D1 1D,46,,1839,112,Type 1 premier degré première année différenciée,"Avenue de la Porallée 40 ",1732987698505842692,GT11D,Libre confessionnel,1839
1 D1 1D,2014-09-01,1855,4053 - CHAUDFONTAINE - EMBOURG,9999-12-31,COLLEGE EPISCOPAL DU SARTAY,97,04-361 69 58,LIEGE,1 D1 1D,46,,1855,112,Type 1 premier degré première année différenciée,"Rue Pierre Henvard 64 ",1732987698505842694,GT11D,Libre confessionnel,1855
1 D1 1D,2014-09-01,1870,4130 - ESNEUX - ESNEUX,9999-12-31,ATHENEE ROYAL D'ESNEUX,97,04-380 16 96,LIEGE,1 D1 1D,46,,1870,112,Type 1 premier degré première année différenciée,"Rue de l'Athénée 6 ",1732987698505842696,GT11D,WBE,1870
1 D1 1D,2014-09-01,1881,4620 - FLERON - FLERON,9999-12-31,Centre scolaire Sainte-Julienne (D1),97,04-358 42 71,LIEGE,1 D1 1D,46,,1881,112,Type 1 premier degré première année différenciée,"Avenue des Martyrs 246 ",1732987698506891267,GT11D,Libre confessionnel,1881
1 D1 1C,2014-09-01,1897,4040 - HERSTAL - HERSTAL,9999-12-31,ATHENEE ROYAL DE HERSTAL,93,04-264 45 48,LIEGE,1 D1 1C,45,,1897,112,Type 1 premier degré première année commune,"Rue Jean Lambert Sauveur 59 ",1732987698506891268,GT11C,WBE,1897
1 D1 1D,2014-09-01,1899,4040 - HERSTAL - HERSTAL,9999-12-31,NOTRE-DAME SAINT LAMBERT ET SAINT-LAURENT DOA,97,04-264 41 78,LIEGE,1 D1 1D,46,,1899,112,Type 1 premier degré première année différenciée,"Rue Elisa Dumonceau 75 ",1732987698506891270,GT11D,Libre confessionnel,1899
1 D1 1D,2014-09-01,1901,4040 - HERSTAL - HERSTAL,9999-12-31,ECOLE POLYTECHNIQUE DE HERSTAL - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,97,04-248 42 00,LIEGE,1 D1 1D,46,,1901,112,Type 1 premier degré première année différenciée,"Rue de l'Ecole Technique 34 ",1732987698507939844,GT11D,Subventionné provincial,1901
1 D1 1D,2014-09-01,1902,4040 - HERSTAL - HERSTAL,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HERSTAL,97,04-248 41 00,LIEGE,1 D1 1D,46,,1902,112,Type 1 premier degré première année différenciée,"Rue du Grand Puits 66 ",1732987698507939846,GT11D,Subventionné provincial,1902
1 D1 1D,2014-09-01,1981,4031 - LIEGE - ANGLEUR,9999-12-31,INSTITUT MARIA GORETTI,97,04-344 97 63,LIEGE,1 D1 1D,46,,1981,112,Type 1 premier degré première année différenciée,"Rue de Renory 101 ",1732987698508988420,GT11D,Libre confessionnel,1981
