AE_CODE,DT_DEBUT,ADRS_ETAB,NS_ETAB_ID,DGSP_CODE,DT_FIN,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,_version_,TE_INTITULE,RESEAU,CP_LOC_COM_ETAB,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,Rue Gendebien 1 ,940,1 D2 G,9999-12-31,ATHENEE ROYAL ORSINI DEWERPE,071-25 69 00,HAINAUT,49,,39,940,Type 1 deuxième degré troisième général transition,"1,73316666814261E+018",LANGUE MODERNE II ANGLAIS,WBE,6040 - CHARLEROI - JUMET,3126,1 D2 3 G,3126
1 D2 3 G,2014-09-01,Rue Emile Strimelle 1 ,941,1 D2 G,9999-12-31,CENTRE SCOLAIRE SAINT-JOSEPH - NOTRE-DAME,071-35 32 25,HAINAUT,49,,39,941,Type 1 deuxième degré troisième général transition,"1,7331666681489E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6040 - CHARLEROI - JUMET,182871,1 D2 3 G,182871
1 D2 3 G,2014-09-01,Rue du Calvaire 20 ,945,1 D2 G,9999-12-31,ATHENEE ROYAL GILLY,071-41 42 98,HAINAUT,49,,39,945,Type 1 deuxième degré troisième général transition,"1,73316666815205E+018",LANGUE MODERNE II ANGLAIS,WBE,6060 - CHARLEROI - GILLY,2797,1 D2 3 G,2797
1 D2 3 P,2014-09-01,Rue des Vallées 18 ,946,1 D2 P,9999-12-31,LYCEE MIXTE FRANCOIS DE SALES,071-41 38 58,HAINAUT,50,,42,946,Type 1 deuxième degré troisième professionnel qualification,"1,73316666815624E+018",TRAVAUX DE BUREAU,Libre confessionnel,6060 - CHARLEROI - GILLY,182730,1 D2 3 P,182730
1 D2 3 G,2014-09-01,Rue des Remparts 35 ,950,1 D2 G,9999-12-31,ATHENEE ROYAL YVONNE VIESLET,071-29 73 31,HAINAUT,49,,39,950,Type 1 deuxième degré troisième général transition,"1,73316666816043E+018",LANGUE MODERNE II ANGLAIS,WBE,6030 - CHARLEROI - MARCHIENNE-AU-PONT,2533,1 D2 3 G,2533
1 D2 3 G,2014-09-01,Rue des Haies 76 ,954,1 D2 G,9999-12-31,ATHENEE ROYAL JULES DESTREE,071-36 11 73,HAINAUT,49,,39,954,Type 1 deuxième degré troisième général transition,"1,73316666816568E+018",LANGUE MODERNE II ANGLAIS,WBE,6001 - CHARLEROI - MARCINELLE,1337,1 D2 3 G,1337
1 D2 3 P,2014-09-01,Rue Samaritaine 14 ,967,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL LA SAMARITAINE,071-48 82 66,HAINAUT,50,,42,967,Type 1 deuxième degré troisième professionnel qualification,"1,73316666816882E+018",SERVICES SOCIAUX,Subventionné provincial,6061 - CHARLEROI - MONTIGNIES-SUR-SAMBRE,183263,1 D2 3 P,183263
1 D2 3 P,2014-09-01,Route de Philippeville 304 ,980,1 D2 P,9999-12-31,Centre éducatif communal secondaire de Couillet-Marcinelle,071-36 80 68,HAINAUT,50,,42,980,Type 1 deuxième degré troisième professionnel qualification,"1,73316666817092E+018",ARTS APPLIQUES,Subventionné communal,6010 - CHARLEROI - COUILLET,182907,1 D2 3 P,182907
1 D2 3 P,2014-09-01,Rue de Lodelinsart 200 ,983,1 D2 P,9999-12-31,"CENTRE EDUCATIF COMMUNAL SECONDAIRE ""LA GARENNE""",071-86 24 00,HAINAUT,50,,42,983,Type 1 deuxième degré troisième professionnel qualification,"1,73316666817407E+018",VENTE,Subventionné communal,6000 - CHARLEROI - CHARLEROI,182929,1 D2 3 P,182929
1 D2 3 G,2014-09-01,Rue des Gaux 100 ,998,1 D2 G,9999-12-31,ATHENEE ROYAL PIERRE PAULUS,071-38 10 31,HAINAUT,49,,39,998,Type 1 deuxième degré troisième général transition,"1,73316666818141E+018",LANGUE MODERNE II ANGLAIS,WBE,6200 - CHATELET - CHATELET,3015,1 D2 3 G,3015
1 D2 3 G,2014-09-01,Rue du Collège 16 ,999,1 D2 G,9999-12-31,ATHENEE ROYAL RENE MAGRITTE,071-38 05 69,HAINAUT,49,,39,999,Type 1 deuxième degré troisième général transition,"1,73316666818665E+018",LANGUE MODERNE II ANGLAIS,WBE,6200 - CHATELET - CHATELET,3041,1 D2 3 G,3041
1 D2 3 G,2014-09-01,Rue Neuve 26 ,1000,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE,071-38 09 28,HAINAUT,49,,39,1000,Type 1 deuxième degré troisième général transition,"1,73316666819084E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6200 - CHATELET - CHATELET,183419,1 D2 3 G,183419
1 D2 3 G,2014-09-01,Place Jean Guyot 1 ,1002,1 D2 G,9999-12-31,INSTITUT SAINT-JOSEPH,071-38 04 05,HAINAUT,49,,39,1002,Type 1 deuxième degré troisième général transition,"1,73316666819294E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6200 - CHATELET - CHATELET,183450,1 D2 3 G,183450
R D2 3 P,2014-09-01,Place d'Arenberg 20 ,1004,R D2 P,9999-12-31,INSTITUT SAINTE-MARIE,071-38 09 39,HAINAUT,53,,42,1004,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666819609E+018",CUISINE ET SALLE,Libre confessionnel,6200 - CHATELET - CHATELINEAU,183286,R D2 3 P,183286
1 D2 3 G,2014-09-01,Rue Lloyd George 15 ,1005,1 D2 G,9999-12-31,COLLEGE SAINT PIE X,071-38 38 48,HAINAUT,49,,39,1005,Type 1 deuxième degré troisième général transition,"1,73316666820133E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6200 - CHATELET - CHATELINEAU,183396,1 D2 3 G,183396
1 D2 3 G,2014-09-01,Rue de Fleurjoux 3 ,1045,1 D2 G,9999-12-31,ATHENEE ROYAL JOURDAN,071-81 37 77,HAINAUT,49,,39,1045,Type 1 deuxième degré troisième général transition,"1,73316666820343E+018",LANGUE MODERNE II ANGLAIS,WBE,6220 - FLEURUS - FLEURUS,1455,1 D2 3 G,1455
1 D2 3 G,2014-09-01,Rue de Bruxelles 97 ,1046,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME,071-82 31 80,HAINAUT,49,,39,1046,Type 1 deuxième degré troisième général transition,"1,73316666821391E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6220 - FLEURUS - FLEURUS,183466,1 D2 3 G,183466
1 D2 3 G,2014-09-01,Rue de l'Athénée 32 ,1057,1 D2 G,9999-12-31,ATHENEE ROYAL LOUIS DELATTRE,071-52 35 23,HAINAUT,49,,39,1057,Type 1 deuxième degré troisième général transition,"1,7331666682202E+018",LANGUE MODERNE II ANGLAIS,WBE,6140 - FONTAINE-L'EVEQUE - FONTAINE-L'EVEQUE,3070,1 D2 3 G,3070
1 D2 3 G,2014-09-01,Chaussée de Philippeville 35 ,1072,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME DE LOVERVAL,071-29 75 70,HAINAUT,49,,39,1072,Type 1 deuxième degré troisième général transition,"1,7331666682244E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6280 - GERPINNES - GERPINNES,183563,1 D2 3 G,183563
1 D2 3 G,2014-09-01,Avenue Astrid 13 ,1073,1 D2 G,9999-12-31,Collège Saint-Augustin,071-50 90 80,HAINAUT,49,,39,1073,Type 1 deuxième degré troisième général transition,"1,73316666822964E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6280 - GERPINNES - GERPINNES,183584,1 D2 3 G,183584
1 D2 3 P,2014-09-01,Grand'Rue 79 ,1080,1 D2 P,9999-12-31,INSTITUT SAINTE-THERESE,064-27 87 10,HAINAUT,50,,42,1080,Type 1 deuxième degré troisième professionnel qualification,"1,73316666823279E+018",ARTS APPLIQUES,Libre confessionnel,7170 - MANAGE - MANAGE,183617,1 D2 3 P,183617
1 D2 3 G,2014-09-01,Rue de l'Eglise 107B ,1093,1 D2 G,9999-12-31,ATHENEE ROYAL PONT-A-CELLES,071-84 45 09,HAINAUT,49,,39,1093,Type 1 deuxième degré troisième général transition,"1,73316666823908E+018",LANGUE MODERNE II ANGLAIS,WBE,6230 - PONT-A-CELLES - PONT-A-CELLES,3169,1 D2 3 G,3169
1 D2 3 G,2014-09-01,Rue de l'Eglise 7 ,1106,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE,071-84 99 20,HAINAUT,49,,39,1106,Type 1 deuxième degré troisième général transition,"1,73316666824222E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6210 - LES BONS VILLERS - REVES,183660,1 D2 3 G,183660
R D3 7B P,2015-09-01,Rue de Caraman 13 ,1116,R D3 P,2021-08-31,INSTITUT TECHNIQUE ET COMMERCIAL DES AUMONIERS DU TRAVAIL,065-76 61 10,HAINAUT,60,,42,1116,C.E.F.A. troisième degré septième professionnel qualification,"1,73316666824432E+018",COUVREUR-ETANCHEUR/COUVREUSE-ETANCHEUSE,Libre confessionnel,7300 - BOUSSU - BOUSSU,67887,R D3 7B P,67887
1 D2 3 G,2014-09-01,Rue de l'Athénée 23 ,1133,1 D2 G,9999-12-31,ATHENEE ROYAL DOUR,065-71 87 87,HAINAUT,49,,39,1133,Type 1 deuxième degré troisième général transition,"1,73316666825271E+018",LANGUE MODERNE II ANGLAIS,WBE,7370 - DOUR - DOUR,3188,1 D2 3 G,3188
1 D2 3 G,2014-09-01,Rue du Roi Albert 10 ,1134,1 D2 G,9999-12-31,INSTITUT DE LA SAINTE-UNION,065-65 28 45,HAINAUT,49,,39,1134,Type 1 deuxième degré troisième général transition,"1,73316666825481E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7370 - DOUR - DOUR,183715,1 D2 3 G,183715
1 D2 3 G,2014-09-01,Rue de l'Athénée 4 ,1192,1 D2 G,9999-12-31,ATHENEE ROYAL MONS I,065-40 40 70,HAINAUT,49,,39,1192,Type 1 deuxième degré troisième général transition,"1,73316666825795E+018",LANGUE MODERNE II ANGLAIS,WBE,7000 - MONS - MONS,954,1 D2 3 G,954
1 D2 3 G,2014-09-01,Avenue Victor Maistriau 11 ,1193,1 D2 G,9999-12-31,ATHENEE ROYAL MARGUERITE BERVOETS,065-40 80 70,HAINAUT,49,,39,1193,Type 1 deuxième degré troisième général transition,"1,73316666826215E+018",LANGUE MODERNE II ALLEMAND,WBE,7000 - MONS - MONS,1581,1 D2 3 G,1581
1 D2 3 G,2014-09-01,Avenue Maréchal Foch 824 ,1194,1 D2 G,9999-12-31,INSTITUT SAINT-FERDINAND,065-82 22 98,HAINAUT,49,,39,1194,Type 1 deuxième degré troisième général transition,"1,73316666826424E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7012 - MONS - JEMAPPES,183766,1 D2 3 G,183766
1 D2 3 G,2014-09-01,Rue des Dominicains 15 ,1199,1 D2 G,9999-12-31,CENTRE SCOLAIRE SAINT-STANISLAS,065-40 12 50,HAINAUT,49,,39,1199,Type 1 deuxième degré troisième général transition,"1,73316666826739E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7000 - MONS - MONS,183884,1 D2 3 G,183884
1 D2 3 G,2014-09-01,Avenue du Tir 12 ,1203,1 D2 G,9999-12-31,INSTITUT DE LA SAINTE-FAMILLE,065-40 23 23,HAINAUT,49,,39,1203,Type 1 deuxième degré troisième général transition,"1,73316666827053E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7000 - MONS - MONS,183904,1 D2 3 G,183904
1 D2 3 P,2014-09-01,Rue Saint-Luc 3 ,1204,1 D2 P,9999-12-31,INSTITUT TECHNIQUE SAINT-LUC,065-33 71 21,HAINAUT,50,,42,1204,Type 1 deuxième degré troisième professionnel qualification,"1,73316666827368E+018",ELECTRICITE,Libre confessionnel,7000 - MONS - MONS,183789,1 D2 3 P,183789
1 D2 3 G,2014-09-01,Rue des Etampes 2 ,1205,1 D2 G,9999-12-31,ECOLE DU FUTUR,065-39 93 40,HAINAUT,49,,39,1205,Type 1 deuxième degré troisième général transition,"1,73316666828731E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,7000 - MONS - MONS,183839,1 D2 3 G,183839
R D2 3 P,2014-09-01,Bld Président Kennedy 10 ,1206,R D2 P,9999-12-31,ACADEMIE PROVINCIALE DES METIERS,065-39 89 79,HAINAUT,53,,42,1206,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666829046E+018",COIFFURE,Subventionné provincial,7000 - MONS - MONS,67889,R D2 3 P,67889
1 D2 3 TQ,2014-09-01,Avenue du Tir 12 ,1207,1 D2 TQ,9999-12-31,INSTITUT TECHNIQUE DES URSULINES,065-40 23 23,HAINAUT,51,,40,1207,Type 1 deuxième degré troisième technique qualification,"1,7331666682978E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,7000 - MONS - MONS,183861,1 D2 3 TQ,183861
1 D2 3 P,2014-09-01,Bld Président Kennedy 2A ,1211,1 D2 P,9999-12-31,INSTITUT D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL PROVINCIAL,065-32 89 00,HAINAUT,50,,42,1211,Type 1 deuxième degré troisième professionnel qualification,"1,73316666830304E+018",SERVICES SOCIAUX,Subventionné provincial,7000 - MONS - MONS,183924,1 D2 3 P,183924
R D3 5 P,2015-09-01,Av du Gouverneur E. Cornez 1 ,1229,R D3 P,9999-12-31,ATHENEE PROVINCIAL JEAN D'AVESNES,065-40 01 01,HAINAUT,60,,42,1229,C.E.F.A. troisième degré cinquième professionnel qualification,"1,73316666830619E+018",AGENT QUALIFIE/AGENTE QUALIFIEE DANS LES METIERS DU CHEVAL,Subventionné provincial,7000 - MONS - MONS,184060,R D3 5 P,184060
1 D2 3 TQ,2014-09-01,Rue Saint-Luc 3 ,1230,1 D2 TQ,9999-12-31,INSTITUT SAINT-LUC,065-33 71 21,HAINAUT,51,,40,1230,Type 1 deuxième degré troisième technique qualification,"1,73316666831248E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,7000 - MONS - MONS,184180,1 D2 3 TQ,184180
1 D2 3 G,2014-09-01,Rue des Dominicains 9 ,1231,1 D2 G,9999-12-31,INSTITUT DU SACRE COEUR - ENSEIGNEMENT SECONDAIRE GENERAL,065-40 28 44,HAINAUT,49,,39,1231,Type 1 deuxième degré troisième général transition,"1,73316666831877E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7000 - MONS - MONS,183952,1 D2 3 G,183952
1 D2 3 P,2014-09-01,Grand-Place 3 ,1243,1 D2 P,9999-12-31,INSTITUT COMMUNAL D'ENSEIGNEMENT SECONDAIRE,065-77 72 68,HAINAUT,50,,42,1243,Type 1 deuxième degré troisième professionnel qualification,"1,73316666832401E+018",ARTS APPLIQUES,Subventionné communal,7390 - QUAREGNON - QUAREGNON,184208,1 D2 3 P,184208
1 D2 3 G,2014-09-01,Rue Debast 26 ,1250,1 D2 G,9999-12-31,ATHENEE ROYAL DE QUIEVRAIN,065-45 70 81,HAINAUT,49,,39,1250,Type 1 deuxième degré troisième général transition,"1,7331666683303E+018",LANGUE MODERNE II ANGLAIS,WBE,7380 - QUIEVRAIN - QUIEVRAIN,3204,1 D2 3 G,3204
R D2 3 P,2014-09-01,Rue Grande 21 ,1251,R D2 P,9999-12-31,CENTRE SCOLAIRE DON BOSCO,065-45 06 20,HAINAUT,53,,42,1251,C.E.F.A. deuxième degré troisième professionnel qualification,"1,7331666683324E+018",COIFFURE,Libre confessionnel,7380 - QUIEVRAIN - QUIEVRAIN,184068,R D2 3 P,184068
1 D2 3 G,2014-09-01,Avenue de l'Enseignement 20 ,1264,1 D2 G,9999-12-31,ATHENEE ROYAL SAINT-GHISLAIN,065-78 40 52,HAINAUT,49,,39,1264,Type 1 deuxième degré troisième général transition,"1,73316666833974E+018",LANGUE MODERNE II ANGLAIS,WBE,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,3239,1 D2 3 G,3239
1 D2 3 G,2014-09-01,Rue de Sas 75 ,1265,1 D2 G,9999-12-31,LYCEE DE LA COMMUNAUTE FRANCAISE CHARLES PLISNIER,065-78 67 18,HAINAUT,49,,39,1265,Type 1 deuxième degré troisième général transition,"1,73316666834289E+018",LANGUE MODERNE II ANGLAIS,WBE,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,3267,1 D2 3 G,3267
1 D2 3 G,2014-09-01,Rue du Port 115-127 ,1266,1 D2 G,9999-12-31,COLLEGE SAINTE-MARIE,065-78 61 31,HAINAUT,49,,39,1266,Type 1 deuxième degré troisième général transition,"1,73316666834498E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,184275,1 D2 3 G,184275
1 D2 3 P,2014-09-01,Avenue de l'Enseignement 45 ,1267,1 D2 P,9999-12-31,LYCEE PROVINCIAL D'ENSEIGNEMENT TECHNIQUE DU HAINAUT,065-71 42 11,HAINAUT,50,,42,1267,Type 1 deuxième degré troisième professionnel qualification,"1,73316666834918E+018",CUISINE ET SALLE,Subventionné provincial,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,184250,1 D2 3 P,184250
1 D2 3 G,2014-09-01,Avenue de l'Enseignement 10 ,1269,1 D2 G,9999-12-31,INSTITUT SAINT-JOSEPH,065-61 10 31,HAINAUT,49,,39,1269,Type 1 deuxième degré troisième général transition,"1,73316666835232E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,184091,1 D2 3 G,184091
1 D2 3 G,2014-09-01,Chaussée de Warneton 26 ,1309,1 D2 G,9999-12-31,ATHENEE ROYAL FERNAND JACQUEMIN,056-56 11 40,HAINAUT,49,,39,1309,Type 1 deuxième degré troisième général transition,"1,73316666836176E+018",LANGUE MODERNE II ANGLAIS,WBE,7780 - COMINES-WARNETON - COMINES-WARNETON,2359,1 D2 3 G,2359
1 D2 3 G,2014-09-01,Rue du Commerce 21 ,1312,1 D2 G,9999-12-31,INSTITUT SAINT-HENRI,056-56 00 60,HAINAUT,49,,39,1312,Type 1 deuxième degré troisième général transition,"1,73316666837015E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7780 - COMINES-WARNETON - COMINES-WARNETON,184297,1 D2 3 G,184297
1 D2 3 G,2014-09-01,Place de la Résistance 10 ,1336,1 D2 G,9999-12-31,INSTITUT SAINT-CHARLES,056-48 95 03,HAINAUT,49,,39,1336,Type 1 deuxième degré troisième général transition,"1,73316666837959E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7711 - MOUSCRON - DOTTIGNIES,184444,1 D2 3 G,184444
1 D2 3 TT,2014-09-01,Rue de France 65 ,1337,1 D2 TT,9999-12-31,INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE,056-85 44 70,HAINAUT,52,,40,1337,Type 1 deuxième degré troisième technique transition,"1,73316666838693E+018",LANGUE MODERNE I ANGLAIS,Subventionné communal,7711 - MOUSCRON - DOTTIGNIES,184414,1 D2 3 TT,184414
1 D2 3 G,2014-09-01,Rue Léopold 61 ,1340,1 D2 G,9999-12-31,COLLEGE SAINTE-MARIE,056-85 47 21,HAINAUT,49,,39,1340,Type 1 deuxième degré troisième général transition,"1,73316666839741E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7700 - MOUSCRON - MOUSCRON,184476,1 D2 3 G,184476
1 D2 3 G,2014-09-01,Rue des Etudiants 8 ,1347,1 D2 G,9999-12-31,INSTITUT DES FRERES MARISTES,056-33 12 60,HAINAUT,49,,39,1347,Type 1 deuxième degré troisième général transition,"1,73316666840266E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7700 - MOUSCRON - MOUSCRON,184497,1 D2 3 G,184497
1 D2 3 P,2014-09-01,Rue de Mons 80 ,1361,1 D2 P,9999-12-31,INSTITUT TECHNIQUE SAINT-GABRIEL,067-87 49 60,HAINAUT,50,,42,1361,Type 1 deuxième degré troisième professionnel qualification,"1,7331666684079E+018",ELECTRICITE,Libre confessionnel,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,184611,1 D2 3 P,184611
1 D2 3 G,2014-09-01,Rue des Postes 101 ,1363,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME DE BONNE-ESPERANCE,067-55 22 75,HAINAUT,49,,39,1363,Type 1 deuxième degré troisième général transition,"1,73316666841524E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7090 - BRAINE-LE-COMTE - BRAINE-LE-COMTE,184643,1 D2 3 G,184643
1 D2 3 G,2014-09-01,Rue Montgomery 73 ,1371,1 D2 G,9999-12-31,ATHENEE ROYAL D'ENGHIEN,02-395 38 49,HAINAUT,49,,39,1371,Type 1 deuxième degré troisième général transition,"1,73316666841838E+018",LANGUE MODERNE II ANGLAIS,WBE,7850 - ENGHIEN - ENGHIEN,1977,1 D2 3 G,1977
1 D2 3 G,2014-09-01,Chaussée d'Ath 1 ,1373,1 D2 G,9999-12-31,COLLEGE SAINT-AUGUSTIN,02-397 02 60,HAINAUT,49,,39,1373,Type 1 deuxième degré troisième général transition,"1,73316666842363E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7850 - ENGHIEN - MARCQ,184690,1 D2 3 G,184690
1 D2 3 P,2014-09-01,Chaussée d'Ath 1 ,1374,1 D2 P,9999-12-31,INSTITUT SAINT-AUGUSTIN,02-397 02 60,HAINAUT,50,,42,1374,Type 1 deuxième degré troisième professionnel qualification,"1,73316666842468E+018",MECANIQUE POLYVALENTE,Libre confessionnel,7850 - ENGHIEN - MARCQ,184671,1 D2 3 P,184671
1 D2 3 G,2014-09-01,Rue de Bouvy 15 ,1411,1 D2 G,9999-12-31,ATHENEE ROYAL LA LOUVIERE,064-22 26 67,HAINAUT,49,,39,1411,Type 1 deuxième degré troisième général transition,"1,73316666842677E+018",LANGUE MODERNE II ANGLAIS,WBE,7100 - LA LOUVIERE - LA LOUVIERE,2004,1 D2 3 G,2004
1 D2 3 P,2014-09-01,Rue de Bonne Espérance 1 ,1414,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE LEON HUREZ,064-21 34 11,HAINAUT,50,,42,1414,Type 1 deuxième degré troisième professionnel qualification,"1,73316666843202E+018",CUISINE ET SALLE,Subventionné provincial,7100 - LA LOUVIERE - LA LOUVIERE,184706,1 D2 3 P,184706
1 D2 3 P,2014-09-01,Rue Gustave Boël 23 ,1415,1 D2 P,9999-12-31,INSTITUT TECHNIQUE SAINT-JOSEPH,064-31 18 58,HAINAUT,50,,42,1415,Type 1 deuxième degré troisième professionnel qualification,"1,7331666684404E+018",ELECTRICITE,Libre confessionnel,7100 - LA LOUVIERE - LA LOUVIERE,184783,1 D2 3 P,184783
1 D2 3 G,2014-09-01,Rue Gustave Boël 55 ,1416,1 D2 G,9999-12-31,INSTITUT SAINT-JOSEPH (D2-D3),064-31 18 40,HAINAUT,49,,39,1416,Type 1 deuxième degré troisième général transition,"1,73316666844879E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7100 - LA LOUVIERE - LA LOUVIERE,184812,1 D2 3 G,184812
1 D2 3 G,2014-09-01,Rue de Bouvy 35 ,1418,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE,064-31 19 22,HAINAUT,49,,39,1418,Type 1 deuxième degré troisième général transition,"1,73316666845194E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7100 - LA LOUVIERE - LA LOUVIERE,184756,1 D2 3 G,184756
1 D2 3 P,2014-09-01,Boulevard du Tivoli 2B ,1419,1 D2 P,9999-12-31,ATHENEE PROVINCIAL,064-22 65 49,HAINAUT,50,,42,1419,Type 1 deuxième degré troisième professionnel qualification,"1,73316666845404E+018",MECANIQUE GARAGE,Subventionné provincial,7100 - LA LOUVIERE - LA LOUVIERE,184844,1 D2 3 P,184844
1 D2 3 P,2014-09-01,Rue Ernest Milcamps 13B ,1432,1 D2 P,9999-12-31,INSTITUT PROVINCIAL DE NURSING DU CENTRE,064-26 31 91,HAINAUT,50,,42,1432,Type 1 deuxième degré troisième professionnel qualification,"1,73316666846242E+018",SERVICES SOCIAUX,Subventionné provincial,7100 - LA LOUVIERE - LA LOUVIERE,184922,1 D2 3 P,184922
1 D2 3 G,2014-09-01,Rue François Watterman 27 ,1440,1 D2 G,9999-12-31,ATHENEE ROYAL RENE MAGRITTE,068-33 45 51,HAINAUT,49,,39,1440,Type 1 deuxième degré troisième général transition,"1,73316666846347E+018",LANGUE MODERNE II ANGLAIS,WBE,7860 - LESSINES - LESSINES,2760,1 D2 3 G,2760
1 D2 3 G,2014-09-01,Parvis Saint-Pierre 13 ,1441,1 D2 G,9999-12-31,COLLEGE VISITATION - LA BERLIERE,068-26 87 10,HAINAUT,49,,39,1441,Type 1 deuxième degré troisième général transition,"1,73316666846872E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7860 - LESSINES - LESSINES,184942,1 D2 3 G,184942
1 D2 3 G,2014-09-01,Boulevard Roosevelt 27 ,1464,1 D2 G,9999-12-31,ATHENEE ROYAL JULES BORDET,067-33 44 44,HAINAUT,49,,39,1464,Type 1 deuxième degré troisième général transition,"1,73316666847081E+018",LANGUE MODERNE II ANGLAIS,WBE,7060 - SOIGNIES - SOIGNIES,1930,1 D2 3 G,1930
1 D2 3 G,2014-09-01,Avenue de Paris 705 ,1465,1 D2 G,9999-12-31,ECOLE DU SHAPE SECTION BELGE,065-44 57 08,HAINAUT,49,,39,1465,Type 1 deuxième degré troisième général transition,"1,73316666847606E+018",LANGUE MODERNE II ALLEMAND,WBE,7010 - MONS - SHAPE,4103,1 D2 3 G,4103
1 D2 3 G,2014-09-01,Chaussée de Braine 22 ,1467,1 D2 G,9999-12-31,COLLEGE SAINT-VINCENT - 2e-3e DEGRES,067-34 70 00,HAINAUT,49,,39,1467,Type 1 deuxième degré troisième général transition,"1,73316666847815E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7060 - SOIGNIES - SOIGNIES,184960,1 D2 3 G,184960
1 D2 3 P,2014-09-01,Rue de la Station 59 ,1469,1 D2 P,9999-12-31,LYCEE PROVINCIAL DES SCIENCES ET DES TECHNOLOGIES,067-34 79 70,HAINAUT,50,,42,1469,Type 1 deuxième degré troisième professionnel qualification,"1,7331666684813E+018",MECANIQUE POLYVALENTE,Subventionné provincial,7060 - SOIGNIES - SOIGNIES,184979,1 D2 3 P,184979
1 D2 3 TT,2014-09-01,Chaussée de Braine 22 ,1475,1 D2 TT,9999-12-31,INSTITUT TECHNIQUE SAINT-VINCENT,067-34 70 00,HAINAUT,52,,40,1475,Type 1 deuxième degré troisième technique transition,"1,73316666848444E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7060 - SOIGNIES - SOIGNIES,185009,1 D2 3 TT,185009
1 D2 3 G,2014-09-01,Rue Germain Michiels 3 ,1493,1 D2 G,9999-12-31,ATHENEE ROYAL SIMONE VEIL,071-58 81 27,HAINAUT,49,,39,1493,Type 1 deuxième degré troisième général transition,"1,73316666848969E+018",LANGUE MODERNE II ALLEMAND,WBE,6500 - BEAUMONT - BEAUMONT,433,1 D2 3 G,433
1 D2 3 G,2014-09-01,Grand Place 12 ,1494,1 D2 G,9999-12-31,INSTITUT PARIDAENS,071-23 10 50,HAINAUT,49,,39,1494,Type 1 deuxième degré troisième général transition,"1,73316666849388E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,6500 - BEAUMONT - BEAUMONT,185039,1 D2 3 G,185039
