"NS_PE_ID","NS_HABI_ID","CO_PE_ETAB","TE_OPTION","NS_OBJ_ACA_ID_APP"
23313,2984,C631,Certificat d'Université en gestion internationale,3395
23314,2985,CUE1,Certificat d'Université d'Executive Master en e-Entrepreneurship,3395
23315,2986,"5122",Certificat d'Université en orthopédagogie clinique,3395
23316,2987,"5171",Certificat d'Université en psychothérapie émotivo-cognitivo-comportementale,3395
23317,2988,C881,Certificat d'Université en approche neuropsychologique et logopédique des troubles des apprentissages scolaires de l'enfant et de l'adolescent,3395
23318,2989,"5041_S266",Certificat d'Université en Médiation- Formation de Base,3395
23319,2989,"5041_S267",Certificat d'Université en Médiation familiale ,3395
23320,2989,"5041_S268",Certificat d'Université en Médiation sociale,3395
23321,2989,"5041_S269",Certificat d'Université en Médiation civile et commerciale,3395
23322,2990,C761,Certificat en Didactique du cours de  Philosophie et de Citoyenneté,3395
23323,2991,BIO1,Bachelier en sciences biologiques,3395
23324,3243,"1",AESS (Musique),3394
23325,3243,"2",AESS (Théatre),3394
23326,522,MBD1_S282,"Master en sciences biomédicales, à finalité spécialisée en neuroscience",3395
23327,527,MIF1_S283,"Master en sciences informatiques, à finalité spécialisée en Artificial Intelligence and Data Analytics",3395
23351,2106,MCI60,"Master en Arts du Spectacle et Techniques de diffusion et de communication : Cinéma, spécialité image",3394
23352,2129,MTTCP60,"Master en Arts du Spectacle et Techniques de diffusion et de communication : Théâtre et techniques de communication, spécialité gestion de production",3394
23353,2105,"1","692 - Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité écriture",3394
23354,2100,"1","769 - Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité gestion de production",3394
23355,2133,"1","785 - Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité mise en scène",3394
23356,2135,"1","786 - Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité scénographie, décors et costumes",3394
23357,2124,"1","781 - Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité son",3394
23358,2122,"1","780 - Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité réalisation radio - télévision",3394
23359,2096,"1","767 - Master en arts du spectacle et techniques de diffusion et de communication : interprétation dramatique",3394
23361,2210,"2-ANIM",Bachelier en animation 3D et effets spéciaux (VFX),3394
23362,2208,"2-PUB",publicité,3394
23363,2154,"3-AD",Assistant de direction option langues et gestion,3394
23364,2155,"3-CT",Comptabilité,3394
23365,2189,"3-IG",Informatique de gestion,3394
23366,2156,"4-GH",Gestion hôtelière,3394
23367,2157,"4-LG",Management de la logistique,3394
23368,2159,"4-MK",Marketing,3394
23369,2158,"4-TO",Management du tourisme et des loisirs,3394
23370,2522,"5-BIRSG",Infirmier responsable de soins généraux,3394
23371,2519,"5-BSI",soins infirmiers,3394
23372,2167,"6-GC",agrégé enseignement secondaire,3394
23373,2161,"6-GE",agrégé enseignement secondaire,3394
23374,2168,"6-GH",agrégé enseignement secondaire,3394
23375,2164,"6-GL",agrégé enseignement secondaire,3394
23376,2165,"6-GM",agrégé enseignement secondaire,3394
23377,2166,"6-GN",agrégé enseignement secondaire,3394
23378,2163,"6-GR",agrégé enseignement secondaire,3394
23379,2518,"6-IM",instituteur primaire,3394
23380,2172,"6-PS",instituteur préscolaire,3394
23381,2169,"6-TB",agrégé enseignement secondaire,3394
23382,2170,"6-TE",agrégé enseignement secondaire,3394
23383,2151,"7-AS",Assistant social,3394
23384,2195,"8-AU",Automobile,3394
23385,2198,"8-CO",Construction,3394
23386,2196,"8-HA",Chimie,3394
23387,2197,"8-HE",Chimie,3394
23388,2200,"8-LE",électronique,3394
23389,2203,"9-BSI",Bachelier en sciences de l'ingénieur industriel,3394
23390,2201,"9-GA",Master en génie analytique orientation biochimie,3394
23391,2204,"9-MB",Master en sciences de l'ingénieur industriel orientation biochimie,3394
23392,2206,"9-ME",Master en sciences de l'ingénieur industriel orientation électromécanique,3394
23393,2207,"9-ML",Master en sciences de l'ingénieur industriel orientation électronique,3394
23394,2202,"9-PR",Master en gestion de production,3394
23395,2501,"11-AS",Bachelier : assistant social,3394
23396,2171,"12-ES",Éducateur spécialisé en accompagnement psycho-éducatif,3394
23397,2554,"12-PP",Normale primaire,3394
23398,2516,"12-PS",Normale préscolaire,3394
23399,2504,"13-NSA",Bachelier : agrégé de lenseignement secondaire inférieur,3394
23400,2506,"13-NSAR",Bachelier : agrégé de lenseignement secondaire inférieur,3394
23401,2508,"13-NSB",Bachelier : agrégé de lenseignement secondaire inférieur,3394
23402,2510,"13-NSC",Bachelier : agrégé de lenseignement secondaire inférieur,3394
23403,2512,"13-NSD",Bachelier : agrégé de lenseignement secondaire inférieur,3394
23404,2514,"13-NSE",Bachelier : agrégé de lenseignement secondaire inférieur,3394
23405,2173,"14-IM",Bachelier : instituteur primaire,3394
23406,2523,"15-BIRSG",Bachelier : infirmier responsable de soins généraux,3394
23407,2520,"15-BSI",Bachelier en soins infirmiers,3394
23408,2182,"15-ONCO",Bachelier de spécialisation en oncologie,3394
23409,2180,"15-RDTH",Bachelier de spécialisation interdisciplinaire en radiothérapie,3394
23410,2178,"15-SF",Bachelier : sage-femme,3394
23411,2184,"15-SIAMU",Bachelier de spécialisation en soins intensifs et aide médicale urgente,3394
23412,2179,"15-TIM",Bachelier : technologue en imagerie médicale,3394
23413,2186,"16-ERGO",Ergothérapie,3394
23414,2187,"16-KINE",Kinésithérapie,3394
23415,2188,"16-KINEM",Kinésithérapie,3394
23416,2191,"17-DOM","Informatique et systèmes,",3394
23417,2190,"17-INI","Informatique et systèmes, orientation  informatique industrielle",3394
23418,2502,"18-AS",Assistant(e) social(e),3394
23419,2152,"18-ASHD",Assistant(e) social(e),3394
23420,2193,"19-AA",Agronomie,3394
23421,2175,"19-CC",Biologie médicale,3394
23422,2194,"19-TA",Agronomie,3394
23423,2553,"20-ADM",Assistant de direction,3394
23424,2525,"20-IG",Informatique de gestion,3394
23425,2160,"20-RP",Relations publiques,3394
23426,2177,"21-BIRSG",Infirmier responsable de soins généraux,3394
23428,2176,"21-BSI",Soins infirmiers,3394
23430,2185,"21-GER",Spécialisation interdisciplinaire en gériatrie et psychogériatrie,3394
23431,2183,"21-PSY",Spécialisation en santé mentale et psychiatrie,3394
23432,2503,"22-GE",Normale secondaire,3394
23433,2513,"22-GH",Normale secondaire,3394
23434,2507,"22-GL",Normale secondaire,3394
23435,2509,"22-GM",Normale secondaire,3394
23436,2511,"22-GN",Normale secondaire,3394
23437,2505,"22-GR",Normale secondaire,3394
23438,2517,"22-IM",Normale primaire,3394
23439,2515,"22-PS",Normale préscolaire,3394
23440,2209,"23-SOCOM",Communication,3394
23441,2153,"23-SOGRH",Gestion des ressources humaines,3394
23442,2199,"24-EMC",Electromécanique,3394
23443,2192,"24-INF",Informatique et systèmes,3394
23444,2472,"1","175 - Bachelier : instituteur primaire",3394
23445,2473,"1","175 - Bachelier : instituteur primaire",3394
23446,921,"2-ACMOD",Spécialisation en accessoires de mode,3394
23447,919,"2-APUB1",Publicité,3394
23448,920,"2-ASMX1",Styliste-modéliste,3394
23449,918,"2-ATIS1",Arts du tissu,3394
23450,884,"3-ECAX1",Assurances,3394
23453,886,"3-ECCG3",Comptabilité,3394
23454,888,"3-ECPX1",Sciences administratives et gestion publique,3394
23455,885,"3-ECSE1",Assistant de direction,3394
23456,887,"3-ECTX1",Management de la logistique,3394
23457,3082,"3-ELAX4",Science administrative,3394
23458,3090,"3-ELBX4",AESS,3394
23460,891,"3-ELCF4",Sciences commerciales,3394
23464,3083,"3-ELEV4",Gestion de l'entreprise,3394
23465,890,"3-ELEX1",Gestion de l'entreprise,3394
23466,3081,"3-ELII4",Ingénieur commercial,3394
23467,896,"3-ELIX1",Ingénieur commercial,3394
23468,894,"3-ELPD4",Sciences administratives,3394
23469,892,"3-ELPX1",Sciences administratives,3394
23472,910,"4-DBSI",Infirmier - Responsable de Soins Généraux,3394
23474,908,"4-DCBYX",Biologie médicale,3394
23475,909,"4-DCIXX",Soins infirmiers,3394
23476,911,"4-DCSXX",Sage-femme,3394
23479,914,"4-DSMXX",Spécialisation en santé mentale et psychiatrie,3394
23480,913,"4-DSOXX",Spécialisation en salle d'opération,3394
23481,912,"4-DSPXX",Spécialisation en pédiatrie,3394
23482,1631,"5-PCIX1",Spécialisation en Intégration des technologies nouvelles au service de l'enseignement,3394
23483,906,"5-PCMX1",Normale préscolaire,3394
23485,1632,"5-PCPPE",Spécialisation en préparation physique et entraînement,3394
23486,907,"5-PCPX1",Normale primaire,3394
23487,903,"5-PCSB1",Normale secondaire,3394
23488,899,"5-PCSF1",Normale secondaire,3394
23489,905,"5-PCSG1",Normale secondaire,3394
23490,898,"5-PCSL1",Normale secondaire,3394
23491,902,"5-PCSM1",Normale secondaire,3394
23492,901,"5-PCSN1",Normale secondaire,3394
23493,900,"5-PCSP1",Normale secondaire,3394
23494,904,"5-PCSS1",Normale secondaire,3394
23495,897,"5-PCSY1",Normale secondaire,3394
23496,883,"6-SCGX1",Gestion des ressources humaines,3394
23497,1633,"7-TCEA1",Electronique appliquée,3394
23498,916,"7-TCGE2",Techniques graphiques,3394
23500,917,"7-TCGW2",Techniques graphiques,3394
24051,2528,PNSPC,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation français et éducation à la philosophie et la citoyenneté",3394
24052,1066,C471_S032,"Bachelier en communication, option communication culturelle",3395
24053,1066,C471_S033,"Bachelier en communication, option journalisme",3395
24054,1066,C471_S034,"Bachelier en communication, option communication des entreprises et relations publiques",3395
24055,1067,C481,Bachelier en écriture multimédia,3395
24056,1068,C461,Bachelier - Assistant(e) social(e),3395
24057,1069,C491,Bachelier en gestion des ressources humaines,3395
24059,1071,C051,Bachelier en droit,3395
24060,1072,C081_S018,"Bachelier - Assistant(e) de direction, option langues et gestion - Gestion",3395
24061,1072,C081_S019,"Bachelier - Assistant(e) de direction, option langues et gestion - Langues",3395
24062,1073,C031,Bachelier en commerce extérieur,3395
24063,1074,C101_S020,"Bachelier en comptabilité, option gestion",3395
24064,1075,C181,Bachelier en e-business,3395
24065,1076,C151_S055,"Bachelier en gestion hôtelière, orientation management",3395
24066,1077,C141,Bachelier en immobilier,3395
24067,1079,C161,Bachelier en management du tourisme et des loisirs,3395
24068,1080,C121,Bachelier en marketing,3395
24069,1083,C451,Bachelier AESI - Éducation physique,3395
24070,1084,C371,"Bachelier AESI - Français et français, langue étrangère",3395
24071,1085,C381,Bachelier AESI - Français et morale,3395
24072,1086,"3821",Bachelier AESI - Français et éducation à la philosophie et à la citoyenneté,3395
24073,1087,C391,Bachelier AESI - Langues germaniques,3395
24074,1088,C401,Bachelier AESI - Mathématiques,3395
24075,1091,C411,Bachelier AESI - Sciences humaines,3395
24076,1092,C361,Bachelier AESI - Économie familiale et sociale,3395
24077,1094,C341,Bachelier - Éducateur spécialisé en accompagnement psycho-éducatif,3395
24078,1095,C571,Bachelier - Instituteur préscolaire,3395
24079,1096,C351,Bachelier - Instituteur primaire,3395
24080,1097,C291,Bachelier en logopédie,3395
24081,1098,ORT1_S039,"Spécialisation en orthopédagogie, option handicaps instrumentaux et/ou relationnels (T3-T8)",3395
24082,1098,ORT1_S040,"Spécialisation en orthopédagogie, option handicaps sensoriels (T6-T7)",3395
24083,1099,C301,Bachelier en diététique,3395
24084,1101,C271,Bachelier en soins infirmiers,3395
24085,1102,"2721",Bachelier - Infirmier responsable de soins généraux,3395
24086,1103,C261,Bachelier - Sage-femme,3395
24087,1104,C601,Spécialisation en pédiatrie et néonatologie,3395
24088,1105,CSI1,Spécialisation en soins intensifs et aide médicale urgente,3395
24089,1106,C311,Bachelier en ergothérapie,3395
24090,1107,POD1,Bachelier en podologie-podothérapie,3395
24091,1108,C321,Bachelier en psychomotricité,3395
24092,1109,C221,Bachelier en kinésithérapie,3395
24093,1110,KII1,Master en kinésithérapie,3395
24094,1111,C111,Bachelier en informatique de gestion,3395
24095,1112,C561_S027,"Bachelier en informatique et systèmes, orientation automatique",3395
24096,1113,C201_S052,"Bachelier en agronomie, orientation agro-industries et biotechnologies, option techniques viti-vinicoles",3395
24097,1113,C201_S003,"Bachelier en agronomie, orientation agro-industries et biotechnologies, option agro-industries et biotechnologies",3395
24098,1114,C201_S004,"Bachelier en agronomie, orientation agronomie des régions chaudes",3395
24099,1115,C201_S005,"Bachelier en agronomie, orientation environnement",3395
24100,1116,C201_S006,"Bachelier en agronomie, orientation forêt et nature",3395
24101,1117,C201_S007,"Bachelier en agronomie, orientation techniques et gestion agricoles",3395
24102,1118,C201_S008,"Bachelier en agronomie, orientation techniques et gestion horticoles",3395
24103,1119,C191,Bachelier en sciences agronomiques,3395
24104,1120,AGR1_S009,"Master en sciences de l'ingénieur industriel en agronomie, orientation agronomie, option agronomie",3395
24105,1120,AGR1_S010,"Master en sciences de l'ingénieur industriel en agronomie, orientation agronomie, option développement international",3395
24106,1121,AGR1_S011,"Master en sciences de l'ingénieur industriel en agronomie, orientation bio-industries, option bio-industries",3395
24107,1121,AGR1_S012,"Master en sciences de l'ingénieur industriel en agronomie, orientation bio-industries, option fermentations",3395
24108,1122,AGR1_S013,"Master en sciences de l'ingénieur industriel en agronomie, orientation environnement, option horticulture",3395
24109,1122,AGR1_S014,"Master en sciences de l'ingénieur industriel en agronomie, orientation environnement, option environnement",3395
24110,1123,C531_S053,"Bachelier en aérotechnique, orientation pilotage d'aéronefs",3395
24111,1124,C531_S036,"Bachelier en aérotechnique, orientation construction aéronautique",3395
24112,1125,C531_S050,"Bachelier en aérotechnique, orientation techniques d'entretien, option avionique",3395
24113,1125,C531_S051,"Bachelier en aérotechnique, orientation techniques d'entretien, option systèmes d'aéronefs",3395
24114,1126,C521_S030,"Bachelier en chimie, orientation biochimie, cours à choix environnement",3395
24115,1126,C521_S031,"Bachelier en chimie, orientation biochimie, cours à choix technologue de laboratoire",3395
24116,1127,C521_S028,"Bachelier en chimie, orientation biotechnologie",3395
24117,1128,C521_S029,"Bachelier en chimie, orientation chimie appliquée",3395
24118,1129,C551_S054,"Bachelier en électromécanique, orientation en électromécanique et maintenance",3395
24119,1130,MAG1,Master en alternance en gestion de la maintenance électromécanique,3395
24120,1131,BSI1_S046,"Bachelier en sciences de l'ingénieur industriel, cours à choix chimie/biochimie",3395
24121,1132,MSI1_S043,"Master en sciences de l'ingénieur industriel, orientation aérotechnique",3395
24122,1133,MCI1_S048,"Master en sciences de l'ingénieur industriel, orientation automatisation",3395
24123,1134,MBI1_S047,"Master en sciences de l'ingénieur industriel, orientation biochimie",3395
24124,1135,MSI1_S042,"Master en sciences de l'ingénieur industriel, orientation électricité",3395
24125,1136,MCI1_S045,"Master en sciences de l'ingénieur industriel, orientation industrie",3395
24126,1137,C011_S001,"Bachelier en arts graphiques, option arts graphiques",3395
24127,1137,C011_S002,"Bachelier en arts graphiques, option arts graphiques et infographie",3395
24128,1581,MIA1,Master en ingénierie et action sociales,3395
24129,1582,GER1,Spécialisation en gérontologie psycho-éducative,3395
24130,2474,C511_S044,"Bachelier en sciences de l'ingénieur industriel, cours à choix génie technologique",3395
24131,2475,C501_S041,"Bachelier en sciences de l'ingénieur industriel, cours à choix électromécanique",3395
24132,2476,C021_S015,"Bachelier - Assistant(e) de direction, option langues et gestion - Langues",3395
24133,2476,C021_S016,"Bachelier - Assistant(e) de direction, option langues et gestion - Gestion",3395
24134,2477,C171_S023,"Bachelier - Assistant(e) de direction, option médical",3395
24135,2478,C131_S021,"Bachelier en comptabilité, option banque et finance",3395
24136,2478,C131_S022,"Bachelier en comptabilité, option fiscalité",3395
24137,2479,C041_S017,"Bachelier en comptabilité, option gestion",3395
24138,2480,C061,Bachelier en immobilier,3395
24139,2481,KIN1,Master en kinésithérapie,3395
24140,2482,C071,Bachelier en informatique de gestion,3395
24141,2483,C421,Bachelier - Instituteur primaire,3395
24142,2484,C441,Bachelier - Instituteur primaire,3395
24143,2485,C281_S026,"Bachelier en biologie médicale, option chimie clinique",3395
24144,2486,C331,Bachelier en soins infirmiers,3395
24145,2487,C251,Bachelier en soins infirmiers,3395
24146,2488,C241,Bachelier en ergothérapie,3395
24147,2489,"3321",Bachelier - Infirmier responsable de soins généraux,3395
24148,2490,"2521",Bachelier - Infirmier responsable de soins généraux,3395
24149,2491,C211,Bachelier en kinésithérapie,3395
24298,1590,E1ADLG,Bachelier : assistant(e) de direction - option : langues et gestion,3394
24299,1591,E1GHOT,Bachelier en gestion hôtelière,3394
24300,1593,P1AEEP,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation éducation physique",3394
24301,1594,P1AEFL,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation français et français langue étrangère",3394
24302,1595,P1AEFM,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation français et morale",3394
24303,1596,P1AEFE,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation français et éducation à la philosophie et la citoyenneté",3394
24304,1597,P1AELG,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation langues germaniques",3394
24305,1598,P1AEMA,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation mathématiques",3394
24306,1599,P1AESC,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation sciences : biologie, chimie, physique",3394
24307,1600,P1AESE,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation sciences économiques et sciences économiques appliquées",3394
24308,1601,P1AESH,"Bachelier : agrégé(e) de l'enseignement secondaire inférieur, orientation sciences humaines : géographie, histoire, sciences sociales",3394
24309,1602,P1EDUC,Bachelier : éducateur(trice) spécialisé(e) en accompagnement psycho-éducatif,3394
24310,1603,P1PRES,Bachelier : instituteur(trice) préscolaire,3394
24311,1604,P1PRIH,Bachelier : instituteur(trice) primaire,3394
24312,1605,M1BIOC,Bachelier : technologue de laboratoire médical - option : chimie clinique,3394
24313,1608,A1AJEP,Bachelier en architecture des jardins et du paysage,3394
24314,1610,A1AGRO,Bachelier en sciences agronomiques,3394
24315,1611,A1MAGG,"Master en sciences de l'ingénieur industriel en agronomie, orientation agronomie",3394
24316,1612,A1MAGI,"Master en sciences de l'ingénieur industriel en agronomie, orientation bio-industries",3394
24317,1613,A1MAIE,"Master en sciences de l'ingénieur industriel en agronomie, orientation environnement",3394
24318,1628,E1IMMO,Bachelier en immobilier,3394
24319,1629,E1MADI,Bachelier de spécialisation en management de la distribution,3394
24320,1630,M1PRSP,Bachelier de spécialisation en préparation physique et entraînement,3394
24321,1100,C231,Bachelier en biologie médicale - Charleroi,3395
24331,1325,IMEP003,Bachelier en musique : accordéon,3394
24350,1326,IMEP004,"Master en musique: accordéon, à finalité spécialisée",3395
24351,1326,IMEP005,"Master en musique: accordéon, à finalité didactique",3395
24352,1326,IMEP006,"Master en musique: accordéon, à finalité approfondie",3395
24355,1323,IMEP001,Bachelier : agrégé de l'enseignement secondaire inférieur en musique,3395
24357,2964,IMEP157,Agrégation de l'Enseignement Secondaire Supérieur,3395
24359,1329,IMEP011,Bachelier en musique : art lyrique,3395
24375,1330,IMEP012,"Master en musique: art lyrique, à finalité spécialisée",3395
24376,1330,IMEP013,"Master en musique: art lyrique, à finalité didactique",3395
24377,1330,IMEP014,"Master en musique: art lyrique, à finalité approfondie",3395
24378,1333,IMEP019,Bachelier en musique : basson baroque et classique,3395
24385,1334,IMEP020,Master en musique: Basson,3395
24386,1334,IMEP021,"Master en musique : basson baroque et classique, à finalité didactique",3395
24387,1334,IMEP022,"Master en musique : basson baroque et classique, à finalité approfondie",3395
24406,1336,IMEP024,"Master en musique: chant, à finalité spécialisée",3395
24407,1336,IMEP025,"Master en musique: chant, à finalité didactique",3395
24408,1336,IMEP026,"Master en musique: chant, à finalité approfondie",3395
24411,1339,IMEP031,Bachelier en musique : clavecin,3395
24430,1345,IMEP043,Bachelier en musique : cor naturel,3395
24431,1340,IMEP032,"Master en musique: clavecin, à finalité spécialisée",3395
24432,1340,IMEP033,"Master en musique: clavecin, à finalité didactique",3395
24433,1340,IMEP034,"Master en musique: clavecin, à finalité approfondie",3395
24440,1346,IMEP044,"Master en musique : cor naturel, à finalité spécialisée",3395
24441,1346,IMEP045,"Master en musique : cor naturel, à finalité didactique",3395
24442,1346,IMEP046,"Master en musique : cor naturel, à finalité approfondie",3395
24451,1387,IMEP129,Bachelier en musique : violon,3395
24452,1327,IMEP007,Bachelier en musique : alto,3395
24453,1391,IMEP137,Bachelier en musique : violoncelle,3395
24454,1341,IMEP035,Bachelier en musique : contrebasse,3395
24515,1388,IMEP130,"Master en musique: violon, à finalité spécialisée",3395
24516,1388,IMEP131,"Master en musique: violon, à finalité didactique",3395
24517,1388,IMEP132,"Master en musique: violon, à finalité approfondie",3395
24518,1328,IMEP008,"Master en musique: alto, à finalité spécialisée",3395
24519,1328,IMEP009,"Master en musique: alto, à finalité didactique",3395
24520,1328,IMEP010,"Master en musique: alto, à finalité approfondie",3395
24521,1392,IMEP138,"Master en musique: violoncelle, à finalité spécialisée",3395
24522,1392,IMEP139,"Master en musique: violoncelle, à finalité didactique",3395
24523,1392,IMEP140,"Master en musique: violoncelle, à finalité approfondie",3395
24524,1342,IMEP036,"Master en musique: contrebasse, à finalité spécialisée",3395
24525,1342,IMEP037,"Master en musique: contrebasse, à finalité didactique",3395
24526,1342,IMEP038,"Master en musique: contrebasse, à finalité approfondie",3395
24542,1395,IMEP145,"Master en musique: direction chorale, à finalité spécialisée",3395
24543,1395,IMEP146,"Master en musique: direction chorale, à finalité didactique",3395
24544,1395,IMEP147,"Master en musique: direction chorale, à finalité approfondie",3395
24560,1396,IMEP148,"Master en musique: écritures classiques, à finalité spécialisée",3395
24561,1396,IMEP149,"Master en musique: écritures classiques, à finalité didactique",3395
24562,1396,IMEP150,"Master en musique: écritures classiques, à finalité approfondie",3395
24578,1397,IMEP151,"Master en musique: éducation musicale, à finalité spécialisée",3395
24579,1397,IMEP152,"Master en musique: éducation musicale, à finalité didactique",3395
24580,1397,IMEP153,"Master en musique: éducation musicale, à finalité approfondie",3395
24599,1348,IMEP048,"Master en musique: flûte à bec, à finalité spécialisée",3395
24600,1348,IMEP049,"Master en musique: flûte à bec, à finalité didactique",3395
24601,1348,IMEP050,"Master en musique: flûte à bec, à finalité approfondie",3395
24602,1351,IMEP055,Bachelier en musique : flûte traversière baroque et classique,3395
24612,1352,IMEP056,"Master en musique : flûte traversière baroque et classique, à finalité spécialisée",3395
24613,1352,IMEP057,"Master en musique : flûte traversière baroque et classique, à finalité didactique",3395
24614,1352,IMEP058,"Master en musique : flûte traversière baroque et classique, à finalité approfondie",3395
24617,1324,IMEP002,Bachelier en musique : formation musicale,3395
24633,1398,IMEP154,"Master en musique: formation musicale, à finalité spécialisée",3395
24634,1398,IMEP155,"Master en musique: formation musicale, à finalité didactique",3395
24635,1398,IMEP156,"Master en musique: formation musicale, à finalité approfondie",3395
24638,1353,IMEP059,Bachelier en musique : guitare,3395
24654,1354,IMEP060,"Master en musique: guitare, à finalité spécialisée",3395
24655,1354,IMEP061,"Master en musique: guitare, à finalité didactique",3395
24656,1354,IMEP062,"Master en musique: guitare, à finalité approfondie",3395
24660,1355,IMEP063,Bachelier en musique : harpe,3395
24676,1356,IMEP064,"Master en musique: harpe, à finalité spécialisée",3395
24677,1356,IMEP065,"Master en musique: harpe, à finalité didactique",3395
24678,1356,IMEP066,"Master en musique: harpe, à finalité approfondie",3395
24679,1359,IMEP071,Bachelier en musique : hautbois baroque et classique,3395
24689,1360,IMEP072,"Master en musique : hautbois baroque et classique, à finalité spécialisée",3395
24690,1360,IMEP073,"Master en musique : hautbois baroque et classique, à finalité didactique",3395
24691,1360,IMEP074,"Master en musique : hautbois baroque et classique, à finalité approfondie",3395
24710,1362,IMEP076,"Master en musique: informatique musicale, à finalité spécialisée",3395
24711,1362,IMEP077,"Master en musique: informatique musicale, à finalité didactique",3395
24712,1362,IMEP078,"Master en musique: informatique musicale, à finalité approfondie",3395
24716,1363,IMEP079,Bachelier en musique : luth,3395
24738,1364,IMEP080,"Master en musique: Luth, à finalité spécialisée",3395
24739,1364,IMEP081,"Master en musique: Luth, à finalité didactique",3395
24740,1364,IMEP082,"Master en musique: Luth, à finalité approfondie",3395
24741,1365,IMEP083,Bachelier en musique : mandoline,3395
24745,1366,IMEP084,"Master en musique : mandoline, à finalité spécialisée",3395
24746,1366,IMEP085,"Master en musique : mandoline, à finalité didactique",3395
24747,1366,IMEP086,"Master en musique : mandoline, à finalité approfondie",3395
24750,1367,IMEP087,Bachelier en musique : orgue,3395
24766,1368,IMEP088,"Master en musique: orgue, à finalité spécialisée",3395
24767,1368,IMEP089,"Master en musique: orgue, à finalité didactique",3395
24768,1368,IMEP090,"Master en musique: orgue, à finalité approfondie",3395
24771,1369,IMEP091,Bachelier en musique : percussions,3395
24787,1370,IMEP092,"Master en musique: percussions, à finalité spécialisée",3395
24788,1370,IMEP093,"Master en musique: percussions, à finalité didactique",3395
24789,1370,IMEP094,"Master en musique: percussions, à finalité approfondie",3395
24792,1371,IMEP095,Bachelier en musique : piano,3395
24808,1372,IMEP096,"Master en musique: piano, à finalité spécialisée",3395
24809,1372,IMEP097,"Master en musique: piano, à finalité didactique",3395
24810,1372,IMEP098,"Master en musique: piano, à finalité approfondie",3395
24826,1373,IMEP099,"Master en musique: piano d'accompagnement, à finalité spécialisée",3395
24827,1373,IMEP100,"Master en musique: piano d'accompagnement, à finalité didactique",3395
24828,1373,IMEP101,"Master en musique: piano d'accompagnement, à finalité approfondie",3395
24835,1374,IMEP102,"Master en musique : pianoforte, à finalité spécialisée",3395
24836,1374,IMEP103,"Master en musique : pianoforte, à finalité didactique",3395
24837,1374,IMEP104,"Master en musique : pianoforte, à finalité approfondie",3395
24838,1381,IMEP117,Bachelier en musique : trompette naturelle,3395
24845,1382,IMEP118,"Master en musique : trompette naturelle, à finalité spécialisée",3395
24846,1382,IMEP119,"Master en musique : trompette naturelle, à finalité didactique",3395
24847,1382,IMEP120,"Master en musique : trompette naturelle, à finalité approfondie",3395
24867,1331,IMEP015,Bachelier en musique : basson,3395
24869,1343,IMEP039,Bachelier en musique : cor,3395
24870,1337,IMEP027,Bachelier en musique : clarinette,3395
24871,1349,IMEP051,Bachelier en musique : flûte traversière,3395
24872,1357,IMEP067,Bachelier en musique : hautbois,3395
24873,1375,IMEP105,Bachelier en musique : saxophone,3395
24874,1377,IMEP109,Bachelier en musique : trombone,3395
24875,1379,IMEP113,Bachelier en musique : trompette,3395
24876,1383,IMEP121,Bachelier en musique : tuba,3395
25021,1332,IMEP016,"Master en musique: basson, à finalité spécialisée",3395
25022,1332,IMEP017,"Master en musique: basson, à finalité didactique",3395
25023,1332,IMEP018,"Master en musique: basson, à finalité approfondie",3395
25024,1338,IMEP028,"Master en musique: clarinette, à finalité spécialisée",3395
25025,1338,IMEP029,"Master en musique: clarinette, à finalité didactique",3395
25026,1338,IMEP030,"Master en musique: clarinette, à finalité approfondie",3395
25027,1344,IMEP040,"Master en musique: cor, à finalité spécialisée",3395
25028,1344,IMEP041,"Master en musique: cor, à finalité didactique",3395
25029,1344,IMEP042,"Master en musique: cor, à finalité approfondie",3395
25030,1350,IMEP052,"Master en musique: flûte traversière, à finalité spécialisée",3395
25031,1350,IMEP053,"Master en musique: flûte traversière, à finalité didactique",3395
25032,1350,IMEP054,"Master en musique: flûte traversière, à finalité approfondie",3395
25033,1358,IMEP068,"Master en musique: hautbois, à finalité spécialisée",3395
25034,1358,IMEP069,"Master en musique: hautbois, à finalité didactique",3395
25035,1358,IMEP070,"Master en musique: hautbois, à finalité approfondie",3395
25036,1376,IMEP106,"Master en musique: saxophone, à finalité spécialisée",3395
25037,1376,IMEP107,"Master en musique: saxophone, à finalité didactique",3395
