"NS_FORM_ID","TE_INTITULE","NS_OBJ_FORET_ID","NS_OBJ_TYPDO_ID","NS_OBJ_DIPL_ID","NS_OBJ_CERTI_ID","NS_OBJ_AREPS_ID","NS_OBJ_COMA_ID","NS_OBJ_CYC_ID","NS_OBJ_CERT_ID"
675,Master en musique : écritures classiques,3696,3419,,,,,3417,3399
676,Master en musique : éducation musicale,3696,3419,7347,,,,3417,3399
677,Master en musique : formation musicale,3696,3419,7348,,,,3417,3399
677,Master en musique : formation musicale,3696,3419,,,,,3417,3399
678,Bachelier en théâtre et arts de la parole : art dramatique,3696,3419,7349,,,,3416,3398
679,Master en théâtre et arts de la parole : art dramatique,3696,3419,7350,,,,3417,3399
680,Master en théâtre et arts de la parole :  production théâtrale - porteur de projet,3696,3419,7351,,,,3417,3399
681,Bachelier en arts du spectacle et techniques de diffusion et de communication : arts du cirque,3696,3419,7352,,,,3416,3398
682,Bachelier en arts du spectacle et techniques de diffusion et de communication : image,3696,3419,7353,,,,3416,3398
683,Bachelier en arts du spectacle et techniques de diffusion et de communication : montage et scripte,3696,3419,7354,,,,3416,3398
684,Bachelier en arts du spectacle et techniques de diffusion et de communication : multimédia,3696,3419,7355,,,,3416,3398
685,Bachelier en arts du spectacle et techniques de diffusion et de communication : son,3696,3419,7356,,,,3416,3398
686,Bachelier en arts du spectacle et techniques de diffusion et de communication : interprétation dramatique,3696,3419,7357,,,,3416,3398
687,Master en arts du spectacle et techniques de diffusion et de communication : interprétation dramatique,3696,3419,7358,,,,3417,3399
688,Bachelier en arts du spectacle et techniques de diffusion et de communication : réalisation cinéma et radio-télévision,3696,3419,7359,,,,3416,3398
689,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité réalisation",3696,3419,7360,,,,3417,3399
690,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité gestion de production",3696,3419,7361,,,,3417,3399
691,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité assistanat",3696,3419,7362,,,,3417,3399
692,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité écriture",3696,3419,7363,,,,3417,3399
693,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité image",3696,3419,7364,,,,3417,3399
694,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité son",3696,3419,7365,,,,3417,3399
695,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité montage",3696,3419,7366,,,,3417,3399
696,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité assistanat",3696,3419,7367,,,,3417,3399
697,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité écriture",3696,3419,7368,,,,3417,3399
698,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité gestion de production",3696,3419,7369,,,,3417,3399
699,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité montage",3696,3419,7370,,,,3417,3399
700,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité réalisation multimédia",3696,3419,7371,,,,3417,3399
701,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité réalisation radio - télévision",3696,3419,7372,,,,3417,3399
702,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité son",3696,3419,7373,,,,3417,3399
703,Bachelier en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication,3696,3419,7374,,,,3416,3398
704,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité écriture",3696,3419,7375,,,,3417,3399
705,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité gestion de production",3696,3419,7376,,,,3417,3399
706,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité interprétation",3696,3419,7377,,,,3417,3399
707,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité mise en scène",3696,3419,7378,,,,3417,3399
708,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité scénographie, décors et costumes",3696,3419,7379,,,,3417,3399
709,Master en arts du spectacle,3696,3419,7380,,,,3417,3399
710,Master en production de projets artistiques,3696,3419,7381,,,,3417,3399
711,Master en philosophie,3696,3419,7382,,,,3417,3399
712,Master en sciences des religions et de la laïcité,3696,3419,7383,,,,3417,3399
713,Master en théologie,3696,3419,7384,,,,3417,3399
714,"Master en langues et lettres françaises et romanes, orientation générale",3696,3419,7385,,,,3417,3399
715,"Master en langues et lettres modernes, orientation arabes",3696,3419,7386,,,,3417,3399
716,"Master en langues et lettres modernes, orientation générale",3696,3419,7387,,,,3417,3399
717,"Master en langues et lettres modernes, orientation germaniques",3696,3419,7388,,,,3417,3399
718,"Master en langues et lettres modernes, orientation orientales",3696,3419,7389,,,,3417,3399
719,"Master en langues et lettres modernes, orientation slaves",3696,3419,7390,,,,3417,3399
720,"Master en langues et lettres anciennes, orientation classiques",3696,3419,7391,,,,3417,3399
721,"Master en langues et lettres anciennes, orientation orientales",3696,3419,7392,,,,3417,3399
722,Master en langues et lettres anciennes et modernes,3696,3419,7393,,,,3417,3399
723,Master en histoire,3696,3419,7394,,,,3417,3399
724,"Master en histoire de l'art et archéologie, orientation générale",3696,3419,7395,,,,3417,3399
725,"Master en histoire de l'art et archéologie, orientation musicologie",3696,3419,7396,,,,3417,3399
726,"Master en sciences politiques, orientation générale",3696,3419,7397,,,,3417,3399
727,Master en sciences du travail,3696,3419,7398,,,,3417,3399
728,"Master en sciences économiques, orientation générale",3696,3419,7399,,,,3417,3399
729,Master en sciences de gestion,3696,3419,7400,,,,3417,3399
730,Master en sciences biomédicales,3696,3419,7401,,,,3417,3399
731,"Master en sciences de la motricité, orientation générale",3696,3419,7402,,,,3417,3399
732,"Master en sciences de la motricité, orientation éducation physique",3696,3419,7403,,,,3417,3399
733,Master en sciences chimiques,3696,3419,7404,,,,3417,3399
734,Master en sciences géologiques,3696,3419,7405,,,,3417,3399
735,"Master en sciences géographiques, orientation générale",3696,3419,7406,,,,3417,3399
736,Master en sciences et gestion de l'environnement,3696,3419,7407,,,,3417,3399
737,Master en sciences et gestion du tourisme,3696,3419,7408,,,,3417,3399
738,Master en sciences informatiques,3696,3419,7409,,,,3417,3399
739,Master en sciences mathématiques,3696,3419,7410,,,,3417,3399
740,Master en sciences physiques,3696,3419,7411,,,,3417,3399
741,Master en sciences du travail,3696,3419,7412,,,,3417,3399
742,Master en sciences informatiques,3696,3419,7413,,,,3417,3399
743,"Master en arts plastiques, visuels et de l'espace : architecture d'intérieur",3696,3419,7414,,,,3417,3399
744,"Master en arts plastiques, visuels et de l'espace : art dans l'espace public",3696,3419,7415,,,,3417,3399
745,"Master en arts plastiques, visuels et de l'espace : arts numériques",3696,3419,7416,,,,3417,3399
746,"Master en arts plastiques, visuels et de l'espace : bande dessinée",3696,3419,7417,,,,3417,3399
747,"Master en arts plastiques, visuels et de l'espace : communication visuelle et graphique",3696,3419,7418,,,,3417,3399
748,"Master en arts plastiques, visuels et de l'espace : communication visuelle",3696,3419,7419,,,,3417,3399
749,"Master en arts plastiques, visuels et de l'espace : conservation et restauration des oeuvres d'art",3696,3419,7420,,,,3417,3399
750,"Master en arts plastiques, visuels et de l'espace : design industriel",3696,3419,7421,,,,3417,3399
751,"Master en arts plastiques, visuels et de l'espace : design textile",3696,3419,7422,,,,3417,3399
752,"Master en arts plastiques, visuels et de l'espace : design urbain",3696,3419,7423,,,,3417,3399
753,"Master en arts plastiques, visuels et de l'espace : dessin",3696,3419,7424,,,,3417,3399
754,"Master en arts plastiques, visuels et de l'espace : espace urbain",3696,3419,7425,,,,3417,3399
755,"Master en arts plastiques, visuels et de l'espace : gravure",3696,3419,7426,,,,3417,3399
756,"Master en arts plastiques, visuels et de l'espace : illustration",3696,3419,7427,,,,3417,3399
757,"Master en arts plastiques, visuels et de l'espace : lithographie",3696,3419,7428,,,,3417,3399
758,"Master en arts plastiques, visuels et de l'espace : peinture",3696,3419,7429,,,,3417,3399
759,"Master en arts plastiques, visuels et de l'espace : photographie",3696,3419,7430,,,,3417,3399
760,"Master en arts plastiques, visuels et de l'espace : publicité",3696,3419,,,,,3417,3399
761,"Master en arts plastiques, visuels et de l'espace : sculpture",3696,3419,7432,,,,3417,3399
762,"Master en arts plastiques, visuels et de l'espace : sérigraphie",3696,3419,,,,,3417,3399
763,"Master en arts plastiques, visuels et de l'espace : tapisserie - arts textiles",3696,3419,7434,,,,3417,3399
764,"Master en arts plastiques, visuels et de l'espace : scénographie",3696,3419,7435,,,,3417,3399
765,"Master en arts plastiques, visuels et de l'espace : vidéographie",3696,3419,7436,,,,3417,3399
766,Master en théâtre et arts de la parole : art dramatique,3696,3419,7437,,,,3417,3399
767,Master en arts du spectacle et techniques de diffusion et de communication : interprétation dramatique,3696,3419,7438,,,,3417,3399
768,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité réalisation",3696,3419,7439,,,,3417,3399
769,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité gestion de production",3696,3419,7440,,,,3417,3399
770,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité assistanat",3696,3419,7441,,,,3417,3399
771,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité écriture",3696,3419,7442,,,,3417,3399
772,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité image",3696,3419,7443,,,,3417,3399
773,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité son",3696,3419,7444,,,,3417,3399
774,"Master en arts du spectacle et techniques de diffusion et de communication : cinéma, spécialité montage",3696,3419,7445,,,,3417,3399
775,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité assistanat",3696,3419,7446,,,,3417,3399
776,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité écriture",3696,3419,7447,,,,3417,3399
777,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité gestion de  production",3696,3419,7448,,,,3417,3399
778,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité montage",3696,3419,7449,,,,3417,3399
779,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité réalisation multimédia",3696,3419,7450,,,,3417,3399
780,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité réalisation radio - télévision",3696,3419,7451,,,,3417,3399
781,"Master en arts du spectacle et techniques de diffusion et de communication : radio - télévision - multimédia, spécialité son",3696,3419,7452,,,,3417,3399
782,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité écriture",3696,3419,7453,,,,3417,3399
783,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité gestion de production",3696,3419,7454,,,,3417,3399
784,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité interprétation",3696,3419,7455,,,,3417,3399
785,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité mise en scène",3696,3419,7456,,,,3417,3399
786,"Master en arts du spectacle et techniques de diffusion et de communication : théâtre et techniques de communication, spécialité scénographie, décors et costumes",3696,3419,7457,,,,3417,3399
791,Bachelier en musique : basse continue et continuo,3696,3419,7458,,,,3416,3398
803,Bachelier : conseiller conjugal et familial,3696,3419,7459,,,4706,3416,3398
804,Bachelier de transition en sciences industrielles,3696,3419,7460,,,4707,3416,3398
805,Bachelier en dessin des constructions mécaniques et métalliques,3696,3419,7461,,,4707,3416,3398
806,Bachelier en optique-optométrie,3696,3419,7462,,,4704,3416,3398
807,Bachelier en vente,3696,3419,7463,,,4702,3416,3398
808,Bachelier en scénographie,3696,3419,7464,,,4701,3416,3398
809,"BES d'animateur en action collective politique, culturelle et sociale",3696,3419,7465,,,4706,,3397
810,BES de conseiller en administration et gestion du personnel,3696,3419,7466,,,4706,,3397
811,BES de conseiller en insertion socioprofessionnelle,3696,3419,7467,,,4706,,3397
812,BES de formateur en alphabétisation,3696,3419,7468,,,4706,,3397
813,BES de gestionnaire d'unités commerciales,3696,3419,7469,,,4702,,3397
814,BES de Webdesigner,3696,3419,7470,,,4703,,3397
815,BES de Webdevelopper,3696,3419,7471,,,4703,,3397
816,BES régisseur général de spectacle,3696,3419,7472,,,4701,,3397
817,BES de guide touristique-guide régional,3696,3419,7473,,,4702,,3397
818,Bibliothécaire brevetée,3698,3419,7474,,,4706,,
821,Gradué Géomètre - expert immobilier,3698,3419,7475,,,4707,,
824,Spécialisation de cadre de santé,3698,3419,7476,,,4704,,
826,Spécialisation de cadre du secteur non-marchand,3698,3419,7477,,,4706,,
827,Spécialisation de médiateur,3698,3419,7478,,,4706,,
828,Spécialisation d'intervenant en thérapie familiale systémique,3698,3419,7479,,,4706,,
829,Spécialisation en expertise comptable et fiscale,3698,3419,7480,,,4702,,
831,Spécialisation en gestion d'entreprise d'économie sociale,3698,3419,7481,,,4702,,
832,Spécialisation en intervention systémique et travail social,3698,3419,7482,,,4706,,
833,Spécialisation en psychopathologie,3698,3419,7483,,,4704,,
834,Spécialisation en sciences fiscales,3698,3419,7484,,,4702,,
835,Spécialisation : Conseiller en environnement,3698,3419,7485,,,4707,,
836,Spécilisation en gérontologie,3698,3419,7486,,,4706,,
837,Master en Urbanisme et aménagement du territoire,3696,3419,7487,,,4700,3417,3399
838,Bachelier en gestion des transports et logistique d'entreprise,3696,3419,7488,,,4707,3416,3398
841,Bachelier en stylisme de mode,3696,3419,7489,,,4701,3416,3398
842,Stroke Unit neuro,3699,3420,,8241,,,,
843,Soins palliatifs,3699,3420,,8242,,,,
844,Soins interdisciplinaires en pathologies cardiovasculaires,3699,3420,,8243,,,,
845,Soins infirmiers périopératoires,3699,3420,,8244,,,,
846,Santé mentale et psychiatrie,3699,3420,,8245,,,,
847,Recherche et gestion dans le cadre de la formation en stomathérapie et soins de plaies,3699,3420,,8246,,,,
848,Préparation aux examens de l'Institut Professionnel des Comptables et Fiscalistes agréés,3699,3420,,8247,,,,
849,Neurosciences et mindfullness au service des soignants,3699,3420,,8248,,,,
850,MBA Solvay Ponts PT ,3699,3420,,8249,,,,
851,MBA Solvay Ponts FT,3699,3420,,8250,,,,
852,L'intervention systémique dans l'abord familial et institutionnel,3699,3420,,8251,,,,
853,Interuniversity certificate in Human Genetics,3699,3420,,8252,,,,
854,Interuniversity Certificate in Competition Law ,3699,3420,,8253,,,,
855,Interuniversity certificate in Algology,3699,3420,,8254,,,,
856,Interuniversity certificate - basic muskuloskeletal ultrasound course for the rheumatologist ,3699,3420,,8255,,,,
857,Infirmier éducateur en diabétologie,3699,3420,,8256,,,,
858,Executive Master Pratiques de l'exposition (CARE),3699,3420,,8257,,,,
859,Executive Master Knitting  design/maille,3699,3420,,8258,,,,
860,"Executive Master in Marketing, in a Digital World",3699,3420,,8259,,,,
861,Executive Master in Management,3699,3420,,8260,,,,
862,Executive Master in Finance,3699,3420,,8261,,,,
863,Executive Master Imobilier,3699,3420,,8262,,,,
864,Executive Master Gestion de projet d'architecture d'intérieur (GPAI),3699,3420,,8263,,,,
865,Executive Master Food design,3699,3420,,8264,,,,
866,Executive Master en production musicale et management d'artistes,3699,3420,,8265,,,,
867,Executive Master en production de spectacles vivants,3699,3420,,8266,,,,
868,Executive Master en production audiovisuelle,3699,3420,,8267,,,,
869,Executive Master en management d'événements,3699,3420,,8268,,,,
870,Executive Master en Gestion Fiscale,3699,3420,,8269,,,,
871,Executive Master en communication et politiques européennes,3699,3420,,8270,,,,
872,Didactique visuelle et stratégie pédagogique,3699,3420,,8271,,,,
873,Didac sciences,3699,3420,,8272,,,,
874,Certificat interuniversitaire en éthique des soins de santé,3699,3420,,8273,,,,
875,Certificat interuniversitaire (UCL/Umons) : Innovation et développement de projets transmédia ,3699,3420,,8274,,,,
876,Certirficat d'Executive Master en Patrimoine architectural,3699,3420,,8275,,,,
877,Certificate of university - Executive Master in sustainable management of high biodiversity environments,3699,3420,,8276,,,,
878,Certificate of university - Executive Master in Inland Navigation Technics and Management,3699,3420,,8277,,,,
879,Certificate of Executive Master in Public Management,3699,3420,,8278,,,,
880,Certificate of Executive Master in Marketing and advertising,3699,3420,,8279,,,,
881,Certificate of Executive Master in Management of Banking and finance,3699,3420,,8280,,,,
882,Certificate of Executive Master in International Business Law,3699,3420,,8281,,,,
883,Certificate of Executive Master in European Studies (MEUS),3699,3420,,8282,,,,
884,Certificate of Advanced Master in Political Economy ,3699,3420,,8283,,,,
885,Certificate in Translational Medecine,3699,3420,,8284,,,,
886,Certificate in sustainable automotive engineering,3699,3420,,8285,,,,
887,Certificat d'université de formation en expertise judiciaire comptable ,3699,3420,,8286,,,,
888,Certificat universitaire en éthique économique et sociale,3699,3420,,8287,,,,
889,Certificat relatif à l'approche psychocorporelle en thérapie psychomotrice,3699,3420,,8288,,,,
890,Certificat post-universitaire en médecine familiale - médecine générale,3699,3420,,8289,,,,
891,Certificat of university - Executive Master in industrial Management,3699,3420,,8290,,,,
892,Certificat interunviersitaire en gestion des situations d'exception,3699,3420,,8291,,,,
893,Certificat interuniverstiaire en analyse juridique et économique de l'intégration européenne,3699,3420,,8292,,,,
894,Certificat interuniverstiaire en analyse historique et culturelle de l'intégration européenne,3699,3420,,8293,,,,
895,Certificat interuniversitaire Online Executive Master in Management ,3699,3420,,8294,,,,
896,Certificat interuniversitaire Islam et Musulmans d'Europe : perspectives historiques et défis contemporrains ,3699,3420,,8295,,,,
897,"Certificat interuniversitaire européen en Travail, développement et innovation sociale",3699,3420,,8296,,,,
898,Certificat interuniversitaire européen en pathologie chirurgicale de la main et des nerfs périphériques,3699,3420,,8297,,,,
899,Certificat interuniversitaire et haute école en management innovant des organisations et réseaux de soins,3699,3420,,8298,,,,
900,Certificat interuniversitaire en Victimologie et psychoraumatologie,3699,3420,,8299,,,,
901,Certificat interuniversitaire en urbanisme et développement durable,3699,3420,,8300,,,,
902,Certificat interuniversitaire en tabacologie,3699,3420,,8301,,,,
903,Certificat interuniversitaire en simulation santé,3699,3420,,8302,,,,
904,Certificat interuniversitaire en Psycho-oncologie,3699,3420,,8303,,,,
905,Certificat interuniversitaire en pratique et management de la créativité,3699,3420,,8304,,,,
906,Certificat interuniversitaire en performance énergétique et environnementale des constructions,3699,3420,,8305,,,,
907,Certificat interuniversitaire en Nutrition clinique,3699,3420,,8306,,,,
908,"Certificat interuniversitaire en migrations, diversité ethnique et relations interculturelles",3699,3420,,8307,,,,
909,"Certificat interuniversitaire en médiation locale, scolaire, pénale et en soins de santé (MLSPSS)",3699,3420,,8308,,,,
910,Certificat interuniversitaire en médiation civile et commerciale et en médiation sociale (MCCS),3699,3420,,8309,,,,
911,Certificat interuniversitaire en médiation - Formation générale (MG),3699,3420,,8310,,,,
912,Certificat interuniversitaire en médecine transfusionnelle et thérapies cellulaires avancées,3699,3420,,8311,,,,
913,Certificat interuniversitaire en médecine du sommeil,3699,3420,,8312,,,,
914,Certificat interuniversitaire en Management médical (CIMM),3699,3420,,8313,,,,
915,Certificat interuniversitaire en management du tourisme et des loisirs,3699,3420,,8314,,,,
916,Certificat interuniversitaire en management de l'information numérique (DOCSAFE),3699,3420,,8315,,,,
917,Certificat interuniversitaire en Management associatif,3699,3420,,8316,,,,
918,Certificat interuniversitaire en intervention auprès des personnes en situation de double diagnostique,3699,3420,,8317,,,,
919,Certificat interuniversitaire en intervention auprès des personnes en situation de Double Diagnostic (déficience intellectuelle et problèmes de santé mentale),3699,3420,,8318,,,,
920,Certificat interuniversitaire en infectiologie et microbiologie clinique ,3699,3420,,8319,,,,
921,Certificat interuniversitaire en infectiologie et microbiologie clinique,3699,3420,,8320,,,,
922,"Certificat interuniversitaire en Immersion, Emil et Education plurilingue ",3699,3420,,8321,,,,
923,Certificat interuniversitaire en Hygiène hospitalière,3699,3420,,8322,,,,
924,Certificat interuniversitaire en gestion statistique de la qualité des procédés,3699,3420,,8323,,,,
925,Certificat interuniversitaire en gestion de crise et planification d'urgence,3699,3420,,8324,,,,
926,Certificat interuniversitaire en génétique humaine ,3699,3420,,8325,,,,
927,Certificat interuniversitaire en expertise judiciaire - Spécialisation en expertise immobilière,3699,3420,,8326,,,,
928,Certificat interuniversitaire en évaluation des politiques publiques,3699,3420,,8327,,,,
929,Certificat interuniversitaire en épileptologie clinique ,3699,3420,,8328,,,,
930,Certificat interuniversitaire en éducation thérapeutique insuffisant cardiaque ,3699,3420,,8329,,,,
931,Certificat interuniversitaire en économie de la santé,3699,3420,,8330,,,,
932,Certificat interuniversitaire en échographie obstétricale et gynécologique,3699,3420,,8331,,,,
933,"Certificat interuniversitaire en collecte, transmission et valorisation du Patrimoine immatériel",3699,3420,,8332,,,,
934,Certificat interuniversitaire en cliniques psychothérapeutiques - orientation systémique,3699,3420,,8333,,,,
935,Certificat interuniversitaire en cliniques psychothérapeutiques - orientation psychanalytique,3699,3420,,8334,,,,
936,Certificat interuniversitaire en cliniques psychothérapeutiques - orientation infanto-juvénile,3699,3420,,8335,,,,
937,Certificat interuniversitaire en cliniques psychothérapeutiques - orientation cognitivo-comportementale,3699,3420,,8336,,,,
938,Certificat interuniversitaire en auscultation des ouvrages en béton ,3699,3420,,8337,,,,
939,Certificat interuniversitaire en aproche pratique et pluridisciplinaire de la physiologie et des pathologies de l'éveil et du sommeil,3699,3420,,8338,,,,
940,Certificat interuniversitaire en apiculture ,3699,3420,,8339,,,,
941,Certificat interuniversitaire en Alcoologie,3699,3420,,8340,,,,
942,Certificat interuniversitaire en Agroécologie et transition vers des systèmes alimentaires durables,3699,3420,,8341,,,,
943,Certificat interuniversitaire en affaires règlementaires santé ,3699,3420,,8342,,,,
944,Certificat interuniversitaire en Activités Physiques et prévention santé (APPS),3699,3420,,8343,,,,
945,Certificat interuniversitaire d'Echographie appliquée à l'urgence,3699,3420,,8344,,,,
946,Certificat interuniversitaire de Management de la qualité dans les établissements de soins,3699,3420,,8345,,,,
947,Certificat interuniversitaire (UCL/UNamur) : Analyse sociale et développement d'alternatives en contexte socio-professionnel,3699,3420,,8346,,,,
948,Certificat interuniversitaire (UCL/ULG/UNamur) : Gestion des politiques de sécurité urbaine,3699,3420,,8347,,,,
949,Certificat interuniversitaire (UCL/ULG) : Médecine du sport,3699,3420,,8348,,,,
950,Certificat interuniversitaire (UCL/ULG) : Kinésithérapie du sport ,3699,3420,,8349,,,,
951,Certificat interuniversitaire (UCL/Ulg) : Finances publiques ,3699,3420,,8350,,,,
952,Certificat interuniversitaire (UCL/ULG) : Analyse prospective,3699,3420,,8351,,,,
953,Certificat interuniversitaire (UCL/ULB/UNamur) : Approche interdisciplinaire des droits de l'enfant,3699,3420,,8352,,,,
954,Certificat interuniversitaire (UCL/ULB/ULG) : Plaies et cicatrisation,3699,3420,,8353,,,,
955,Certificat interuniversitaire (UCL/ULB/ULG) : Nutrition clinique,3699,3420,,8354,,,,
956,Certificat interuniversitaire (UCL/ULB/ULg) : Humanitarian surgery in austere environments ,3699,3420,,8355,,,,
957,Certificat interuniversitaire (UCL/ULB/ULG) : Evaluation des politiques publiques,3699,3420,,8356,,,,
958,Certificat interuniversitaire (UCL/ULB/ULG) : Echographie obstétricale et gynécologique,3699,3420,,8357,,,,
959,Certificat interuniversitaire (UCL/ULB/Ulg) : Agroécologie et transition vers des systèmes alimentaires ,3699,3420,,8358,,,,
960,Certificat interuniversitaire (UCL/ULB/International) : Executive Masters in Sport Organisations Management,3699,3420,,8359,,,,
961,Certificat interuniversitaire (UCL/ULB) : Réadaptation dans les pays du Sud ,3699,3420,,8360,,,,
962,"Certificat interuniversitaire (UCL/ULB) : Pensée stratégique, management stratégique dans les services de santé ",3699,3420,,8361,,,,
963,Certificat interuniversitaire (UCL/UGgent) : Management des organisations sportives,3699,3420,,8362,,,,
964,Certificat interuniversitaire (UCL/International) : Accompagnement et soins palliatifs,3699,3420,,8363,,,,
965,Certificat interuniversitaire (Saint-Louis/UCL/UNamur) : Médiation familiale - spécialisation,3699,3420,,8364,,,,
966,Certificat interuniversitaire (Saint-Louis/UCL) : Sciences religieuses et sociales : Islam dans le monde contemporain,3699,3420,,8365,,,,
967,Certificat interuniversitaire (Saint-Louis /UCL /UNamur) : Expertise judiciaire : formation de base,3699,3420,,8366,,,,
968,Certificat interuniversitaire (KUL/UCL) : Didactique de l'espagnol,3699,3420,,8367,,,,
969,Certificat interuniversitaire (KUL/UA/UCL/UGent/ULB/ULG/VUB) : Génétique humaine,3699,3420,,8368,,,,
970,Certificat interuniversitaire (KUL/UA/UCL/UGent/ULB/Ulg/VUB) : Algologie,3699,3420,,8369,,,,
971,Certificat interdisciplinaire en Trisomie 21 ( t21) ou troubles du développement apparentés : une approche intégrée de la personne,3699,3420,,8370,,,,
972,Certificat interdisciplinaire : Radicalisation violente et travail social,3699,3420,,8371,,,,
973,Certificat formation à la création d'entreprises,3699,3420,,8372,,,,
974,Certificat en santé mentale de l'enfant et de l'adolescent,3699,3420,,8373,,,,
975,Certificat en régie et logistique de spectacles ,3699,3420,,8374,,,,
976,Certificat en journalisme d'investigation,3699,3420,,8375,,,,
977,Certificat en haute école en programmation dédiée aux terminaux mobiles,3699,3420,,8376,,,,
978,Certificat en haute école en formation en e-marketing,3699,3420,,8377,,,,
979,Certificat en dramaturgie circassienne,3699,3420,,8378,,,,
980,Certificat en didactique visuelle et stratégie pédagogique,3699,3420,,8379,,,,
981,Certificat en didactique du français langue étrangère/seconde et en pédagogie interculturelle,3699,3420,,8380,,,,
983,Certificat en communication web,3699,3420,,8382,,,,
984,Certificat en communication et marketing du Luxe,3699,3420,,8383,,,,
985,Certificat en communication environnementale,3699,3420,,8384,,,,
986,Certificat en animation radio,3699,3420,,8385,,,,
987,Certificat en analyse systémique de la communication et intelligence collective,3699,3420,,8386,,,,
988,Certificat en formation à la création d'entreprises,3699,3420,,8387,,,,
989,Certificat Education relative à l'environnement et au développement durable,3699,3420,,8388,,,,
990,Certificat d'unviersité en Radiophysique médicale,3699,3420,,8389,,,,
991,Certificat d'unviersité en Oncologie ambulatoire,3699,3420,,8390,,,,
992,Certificat d'université: compétence en réhabilitation bucco-dentaire,3699,3420,,8391,,,,
993,Certificat d'université: compétence en pédodontie,3699,3420,,8392,,,,
994,Certificat d'université: compétence en néonatologie,3699,3420,,8393,,,,
995,Certificat d'université: compétence en médecine d'assurance et expertise médicale ,3699,3420,,8394,,,,
996,Certificat d'université: compétence en endodontie générale,3699,3420,,8395,,,,
997,Certificat d'université: compétence en « Applications des Lasers en médecine dentaire »,3699,3420,,8396,,,,
998,Certificat d'université rayons X-diagnostic,3699,3420,,8397,,,,
999,Certificat d'université pour le prélèvement de sang par les biologistes cliniciens,3699,3420,,8398,,,,
1000,Certificat d'université pour l'utilisation des radioisotopes in vitro,3699,3420,,8399,,,,
1001,Certificat d'université en traitements cognitivo-comportementaux de l'insomnie (TCCI),3699,3420,,8400,,,,
1002,Certificat d'université en TICEF (Technologies de l'Information et de la Communication pour l'Enseignement et la Formation),3699,3420,,8401,,,,
1003,Certificat d'université en Thérapie manuelle,3699,3420,,8402,,,,
1004,Certificat d'université en Théorie du droit,3699,3420,,8403,,,,
1005,Certificat d'université en Soins intensifs,3699,3420,,8404,,,,
1006,Certificat d'université en sexologie clinique,3699,3420,,8405,,,,
1007,Certificat d'université en Sciences Psychologiques,3699,3420,,8406,,,,
1008,Certificat d'université en sciences des Animaux de Laboratoire -Catégorie C (Maître d'Expérience) ,3699,3420,,8407,,,,
1009,Certificat d'université en Sciences des Animaux de Laboratoire,3699,3420,,8408,,,,
1010,Certificat d'université en radioprotection physique et biologique,3699,3420,,8409,,,,
