"ROWNUMBER","CPMS_NS_ETAB_ID","CPMS_NOM","CPMS_RUE","CPMS_NUMERO","CPMS_CODEPOSTAL","CPMS_LOCALITE","CPMS_TELEPHONE","CPMS_FAX","CPMS_EMAIL","NS_ETAB_ID","TE_NOM_ETAB"
1213,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3044,Ecole fondamentale autonome d'Auvelais
1214,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3045,Ecole fondamentale autonome de Falisolle
1215,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3047,ATHENEE ROYAL TAMINES
1216,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3078,Ecole fondamentale autonome de Spy
1217,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3083,Ecole fondamentale autonome de Moustier-sur-Sambre
1218,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3084,ATHENEE ROYAL BAUDOUIN I ER
1219,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,3190,Ecole fondamentale autonome de Tamines Michel Warnon
1220,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,5123,Ecole fondamentale annexée Fosses-la-Ville
1221,4922,Centre PMS de la Communauté française de Tamines,Rue de la Reine Elisabeth,"26","5060",TAMINES,"071-77 24 22","071-77 16 12",ec004922@adm.cfwb.be,5125,Ecole fondamentale annexée Jemeppe-sur-Sambre
1222,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,718,Ecole Les Moineaux II
1223,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,766,Ecole fondamentale communale
1224,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,2908,Ecole fondamentale communale d'Eghezée I
1225,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,2909,Ecole fondamentale libre
1226,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,2918,Ecole communale de Floreffe 1
1227,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,2921,Ecole communale fondamentale de Fosses-la-Ville I
1228,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3031,Ecole communale de Sombreffe
1229,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3035,Ecole fondamentale communale d'Arsimont et Auvelais
1230,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3039,Ecole fondamentale communale de Moignelée - Keumiée
1231,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3063,Collège St Guibert maternelle Ernage
1232,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3064,Ecole fondamentale communale de Gembloux III
1233,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3065,Ecole fondamentale communale de Gembloux II
1234,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3066,Ecole fondamentale communale de Gembloux I
1235,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3087,Ecole fondamentale communale de Rhisnes
1236,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,3088,Ecole fondamentale communale de Meux-Bovesse
1237,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,5719,Ecole fondamentale communale de Warisoulx-Saint-Denis
1238,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,5942,Ecole fondamentale communale d'Eghezée II
1239,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,95354,Ecole communale fondamentale de Fosses-la-Ville II
1240,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,95468,Ecole fondamentale communale de Gembloux IV
1241,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,95509,Ecole fondamentale communale de Velaine
1242,4923,Centre PMS provincial de Tamines,Rue Emile Duculot,"11","5060",TAMINES,"081-77 68 39","071-76 16 13",ec004923@adm.cfwb.be,95565,Ecole communale de Floreffe 2
1243,4924,Centre PMS de la C.F. (ens. spécialisé) de Jambes,Rue de Géronsart,"160","5100",JAMBES,"081-33 16 10","081-33 16 17",ec004924@adm.cfwb.be,2828,"Etablissement d'enseign. primaire spécialisé ""Le Caillou"""
1244,4924,Centre PMS de la C.F. (ens. spécialisé) de Jambes,Rue de Géronsart,"160","5100",JAMBES,"081-33 16 10","081-33 16 17",ec004924@adm.cfwb.be,2900,"Ecole d'enseignement fondamental spécialisé ""Peu d'Eau"""
1245,4924,Centre PMS de la C.F. (ens. spécialisé) de Jambes,Rue de Géronsart,"160","5100",JAMBES,"081-33 16 10","081-33 16 17",ec004924@adm.cfwb.be,2970,"Institut d'enseign. spécialisé de la CF ""Mariette Delahaut"""
1246,4924,Centre PMS de la C.F. (ens. spécialisé) de Jambes,Rue de Géronsart,"160","5100",JAMBES,"081-33 16 10","081-33 16 17",ec004924@adm.cfwb.be,3076,Ecole d'enseignement primaire spécialisé de la CF
1247,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2881,Ecole Saint-Vincent
1248,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2893,Ecole fondamentale libre Sainte-Begge 4
1249,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2905,Ecole fondamentale libre Saint Martin
1250,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2911,Ecole fondamentale libre Saint-Martin
1251,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2912,Ecole fondamentale Abbé Noël
1252,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2915,COLLEGE ABBE NOEL
1253,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2947,Ecole fondamentale libre Saint-François-Xavier
1254,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,2948,Ecole fondamentale libre Saint-Joseph
1255,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,3061,Ecole fondamentale libre
1256,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,3063,Collège St Guibert maternelle Ernage
1257,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,3069,Ecole primaire libre - Collège Saint-Guibert de Gembloux
1258,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,3070,Ecole fondamentale libre - Collège Saint-Guibert de Gembloux
1259,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,3081,Ecole fondamentale libre Saint-Joseph
1260,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,5730,Ecole fondamentale libre - Collège Saint Guibert 2
1261,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,95349,Ecole fondamentale libre Sainte Marguerite
1262,4925,Centre PMS libre de Jambes 3,Rue de Dave,"55","5100",JAMBES,"081-30 27 00","081-30 10 59",ec004925@adm.cfwb.be,95449,Ecole fondamentale 'L'Arbre-en-Ciel'
1263,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2880,COLLEGE DE GODINNE-BURNOT D2-D3
1264,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2890,Ecole fondamentale libre Sainte-Begge 3
1265,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2891,Ecole fondamentale libre Sainte-Begge 1
1266,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2892,Ecole fondamentale libre Sainte-Begge 2
1267,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2896,INSTITUT SAINTE-BEGGE
1268,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2906,Ecole fondamentale libre - Institut du Sacré-Coeur
1269,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2962,Ecole fondamentale Sainte-Marie
1270,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,2969,INSTITUT SAINT-JOSEPH
1271,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,3001,INSTITUT SAINTE-URSULE
1272,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,3032,Ecole fondamentale libre Saint-Laurent
1273,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,3033,Ecole fondamentale libre Saint-Lambert
1274,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,5143,COLLEGE DE GODINNE-BURNOT D.O.A.
1275,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,5520,Ecole fondamentale libre Sainte-Begge 5
1276,4926,Centre PMS libre de Jambes 2,Rue Tillieux,"5","5100",JAMBES,"081-30 75 07","081-31 25 12",ec004926@adm.cfwb.be,95510,Ecole fondamentale 2 Collège Notre-Dame de la Paix
1277,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2879,Ecole fondamentale Notre-Dame de Bonne Garde
1278,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2880,COLLEGE DE GODINNE-BURNOT D2-D3
1279,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2907,Ecole maternelle libre Saint-Jean-Baptiste
1280,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2913,Ecole fondamentale libre Saint-Rémy
1281,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2927,Ecole fondamentale libre Saint-Joseph
1282,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2945,Ecole fondamentale libre Sainte-Marie
1283,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2950,Ecole fondamentale libre de la Providence
1284,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2960,Ecole fondamentale libre Saint-Joseph
1285,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,2961,Ecole fondamentale libre Saint-Joseph
1286,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3028,Ecole fondamentale libre - Institut du Sacré-Coeur de Burnot
1287,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3060,Ecole fondamentale libre Saint-Martin
1288,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3067,Ecole fondamentale libre Lonzée
1289,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3072,COLLEGE SAINT-GUIBERT (D2-D3)
1290,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3074,COLLEGE SAINT-GUIBERT D.O.A.
1291,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3082,Ecole fondamentale libre Saint-Joseph
1292,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,3091,Ecole fondamentale libre Notre-Dame de Beauraing
1293,4927,Centre PMS libre de Jambes 1,Rue de Coppin,"10","5100",JAMBES,"081-30 50 27",,ec004927@adm.cfwb.be,5143,COLLEGE DE GODINNE-BURNOT D.O.A.
1294,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,2792,ATHENEE ROYAL NORBERT COLLARD
1295,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,2805,ATHENEE ROYAL DU CONDROZ JULES DELOT
1296,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,2826,Athénée royal Dinant-Herbuchenne
1297,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,2884,Ecole fondamentale autonome de Hastière
1298,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,2934,Ecole fondamentale autonome de Mettet
1299,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,3117,ATHENEE ROYAL FLORENNES
1300,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,3162,Ecole fondamentale autonome de Gedinne
1301,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,3188,Ecole fondamentale autonome de Gesves
1302,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,5112,Ecole fondamentale annexée Norbert Collard Beauraing
1303,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,5113,Ecole fondamentale annexée Ciney
1304,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,5114,Ecole fondamentale annexée AR Dinant-Herbuchenne
1305,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,5120,Ecole fondamentale annexée Doische
1306,4929,Centre PMS de la Communauté française de Dinant,Rue Saint-Pierre,"139","5500",DINANT,"082-22 29 73","082-22 79 69",ec004929@adm.cfwb.be,5457,"CEFA - DINANT ""L'ATOUT"""
1307,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2787,COLLEGE SAINT-BENOIT DE MAREDSOUS
1308,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2790,Ecole fondamentale libre Notre-Dame du Sacré-Coeur
1309,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2791,Ecole fondamentale libre - Institut Notre-Dame
1310,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2793,INSTITUT NOTRE-DAME
1311,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2794,Institut Notre-Dame du Sacré-Coeur
1312,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2801,Ecole fondamentale libre - Institut Saint-Joseph
1313,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2802,Ecole fondamentale  de la Providence
1314,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2803,Ecole fondamentale libre des Trois Tilleuls
1315,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2807,INSTITUT SAINT-JOSEPH - ENSEIGNEMENT GENERAL
1316,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2808,INSTITUT DE LA PROVIDENCE
1317,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2809,INSTITUT SAINT-JOSEPH - ENSEIGNEMENT TECHNIQUE
1318,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2818,Ecole fondamentale libre Collège Notre-Dame de Bellevue
1319,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2819,Ecole fondamentale libre Notre-Dame
1320,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2821,École fondamentale Saint-Nicolas
1321,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2822,Ecole fondamentale libre Saint-Martin
1322,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2824,COLLEGE NOTRE-DAME
1323,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2835,Ecole fondamentale libre Saint-Pierre à Willerzie
1324,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2836,Ecole fondamentale libre Saint-Pierre
1325,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2879,Ecole fondamentale Notre-Dame de Bonne Garde
1326,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,2883,Ecole fondamentale libre Sainte-Anne
1327,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,5446,CEFA - COLLEGE NOTRE-DAME
1328,4930,Centre PMS libre de Dinant,Avenue Franchet d'Esperey,"9","5500",DINANT,"082-22 29 31","082-22 29 82",ec004930@adm.cfwb.be,95378,Institut primaire Saint-Joseph II
1329,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2639,Ecole fondamentale communale
1330,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2640,Ecole communale fondamentale
1331,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2695,Ecole communale de Lomprez
1332,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2784,Ecole fondamentale communale de Bioul
1333,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2785,Ecole fondamentale communale de la Molignée
1334,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2786,Ecole fondamentale communale de Anhée
1335,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2788,Ecole fondamentale communale de Beauraing I
1336,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2797,Ecole communale fondamentale
1337,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2817,Ecole fondamentale communale de Dinant
1338,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2832,Ecole communale fondamentale de Gedinne
1339,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2853,Ecole fondamentale communale
1340,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2855,Ecole fondamentale communale
1341,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2872,Ecole fondamentale communale
1342,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2873,Ecole fondamentale communale
1343,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2874,Ecole communale fondamentale
1344,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2876,Ecole fondamentale communale
1345,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2877,Ecole communale fondamentale
1346,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2878,Ecole communale fondamentale de Mont
1347,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2882,Ecole fondamentale communale Hastière
1348,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,2885,Ecole communale de Vresse
1349,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,3135,Ecole Abbé Jean-Baptiste Herman
1350,4931,Centre PMS provincial de Beauraing,Rue de l'Aubépine,"61","5570",BEAURAING,"081-77 68 28","082-22 83 77",ec004931@adm.cfwb.be,95352,Ecole fondamentale communale de Beauraing II
